case,source_path_relative,faction_or_context,functional_family,descriptive_asset_name,canonical_stem,conversion_status,automatic_image_gate,final_decision,final_decision_reason,glb_round_trip_valid,glb,contact_sheet
01772--cbthotel01-esn--67c70f80,W3DZH.big\Art\W3D\CBThotel01_esn.w3d,Civilian,Commercial Building,Stan Hotel 01,CBThotel01_esn,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01772--cbthotel01-esn--67c70f80\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01772--cbthotel01-esn--67c70f80\four-view.png
01773--cbthotel01-rs--64002e9d,W3DZH.big\Art\W3D\CBThotel01_rs.w3d,Civilian,Commercial Building,Stan Hotel 01,CBThotel01_rs,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01773--cbthotel01-rs--64002e9d\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01773--cbthotel01-rs--64002e9d\four-view.png
01774--cbthotel01-rsn--1050c4bd,W3DZH.big\Art\W3D\CBThotel01_rsn.w3d,Civilian,Commercial Building,Stan Hotel 01,CBThotel01_rsn,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01774--cbthotel01-rsn--1050c4bd\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01774--cbthotel01-rsn--1050c4bd\four-view.png
01775--cbthotel01-s--124c32ae,W3DZH.big\Art\W3D\CBThotel01_s.w3d,Civilian,Commercial Building,Stan Hotel 01,CBThotel01_s,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01775--cbthotel01-s--124c32ae\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01775--cbthotel01-s--124c32ae\four-view.png
01776--cbthotel01-sg--11a355c4,W3DZH.big\Art\W3D\CBThotel01_sg.w3d,Civilian,Commercial Building,Stan Hotel 01,CBThotel01_sg,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01776--cbthotel01-sg--11a355c4\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01776--cbthotel01-sg--11a355c4\four-view.png
01777--cbthotel01-sn--1c61c881,W3DZH.big\Art\W3D\CBThotel01_sn.w3d,Civilian,Commercial Building,Stan Hotel 01,CBThotel01_sn,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01777--cbthotel01-sn--1c61c881\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01777--cbthotel01-sn--1c61c881\four-view.png
01778--cbthotel01-sng--c95772c4,W3DZH.big\Art\W3D\CBThotel01_sng.w3d,Civilian,Commercial Building,Stan Hotel 01,CBThotel01_sng,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01778--cbthotel01-sng--c95772c4\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01778--cbthotel01-sng--c95772c4\four-view.png
01779--cbthotel01-trd--a645629a,W3DZH.big\Art\W3D\CBThotel01_TRD.w3d,Civilian,Commercial Building,Stan Hotel 01 Bib,CBThotel01_TRD,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01779--cbthotel01-trd--a645629a\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01779--cbthotel01-trd--a645629a\four-view.png
01780--cbthotel02-dn--93b6d594,W3DZH.big\Art\W3D\CBTHotel02_dn.w3d,Civilian,Commercial Building,Stan Hotel 02,CBTHotel02_dn,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01780--cbthotel02-dn--93b6d594\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01780--cbthotel02-dn--93b6d594\four-view.png
01781--cbthotel02-dng--070a576e,W3DZH.big\Art\W3D\CBTHotel02_dng.w3d,Civilian,Commercial Building,Stan Hotel 02,CBTHotel02_dng,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01781--cbthotel02-dng--070a576e\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01781--cbthotel02-dng--070a576e\four-view.png
01782--cbthotel02-ds--ba0581b4,W3DZH.big\Art\W3D\CBTHotel02_ds.w3d,Civilian,Commercial Building,Stan Hotel 02,CBTHotel02_ds,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01782--cbthotel02-ds--ba0581b4\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01782--cbthotel02-ds--ba0581b4\four-view.png
01783--cbthotel02-dsg--eb86197f,W3DZH.big\Art\W3D\CBTHotel02_dsg.w3d,Civilian,Commercial Building,Stan Hotel 02,CBTHotel02_dsg,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01783--cbthotel02-dsg--eb86197f\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01783--cbthotel02-dsg--eb86197f\four-view.png
01784--cbthotel02-dsn--2987669b,W3DZH.big\Art\W3D\CBTHotel02_dsn.w3d,Civilian,Commercial Building,Stan Hotel 02,CBTHotel02_dsn,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01784--cbthotel02-dsn--2987669b\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01784--cbthotel02-dsn--2987669b\four-view.png
01785--cbthotel02-dsng--ea5f9df2,W3DZH.big\Art\W3D\CBTHotel02_dsng.w3d,Civilian,Commercial Building,Stan Hotel 02,CBTHotel02_dsng,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01785--cbthotel02-dsng--ea5f9df2\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01785--cbthotel02-dsng--ea5f9df2\four-view.png
01786--cbthotel02-en--5ce6087d,W3DZH.big\Art\W3D\CBTHotel02_en.w3d,Civilian,Commercial Building,Stan Hotel 02,CBTHotel02_en,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01786--cbthotel02-en--5ce6087d\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01786--cbthotel02-en--5ce6087d\four-view.png
01787--cbthotel02-es--6daefdf0,W3DZH.big\Art\W3D\CBTHotel02_es.w3d,Civilian,Commercial Building,Stan Hotel 02,CBTHotel02_es,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01787--cbthotel02-es--6daefdf0\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01787--cbthotel02-es--6daefdf0\four-view.png
01788--cbthotel02-esn--d2ae6290,W3DZH.big\Art\W3D\CBTHotel02_esn.w3d,Civilian,Commercial Building,Stan Hotel 02,CBTHotel02_esn,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01788--cbthotel02-esn--d2ae6290\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01788--cbthotel02-esn--d2ae6290\four-view.png
01789--cbthotel02-n--a0ec30c1,W3DZH.big\Art\W3D\CBTHotel02_n.w3d,Civilian,Commercial Building,Stan Hotel 02,CBTHotel02_n,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01789--cbthotel02-n--a0ec30c1\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01789--cbthotel02-n--a0ec30c1\four-view.png
01790--cbthotel02-ng--4293db5d,W3DZH.big\Art\W3D\CBTHotel02_ng.w3d,Civilian,Commercial Building,Stan Hotel 02,CBTHotel02_ng,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01790--cbthotel02-ng--4293db5d\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01790--cbthotel02-ng--4293db5d\four-view.png
01791--cbthotel02-rn--63a9b4bc,W3DZH.big\Art\W3D\CBTHotel02_rn.w3d,Civilian,Commercial Building,Stan Hotel 02,CBTHotel02_rn,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01791--cbthotel02-rn--63a9b4bc\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01791--cbthotel02-rn--63a9b4bc\four-view.png
01792--cbthotel02-rs--3adede0c,W3DZH.big\Art\W3D\CBTHotel02_rs.w3d,Civilian,Commercial Building,Stan Hotel 02,CBTHotel02_rs,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01792--cbthotel02-rs--3adede0c\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01792--cbthotel02-rs--3adede0c\four-view.png
01793--cbthotel02-rsn--52937460,W3DZH.big\Art\W3D\CBTHotel02_rsn.w3d,Civilian,Commercial Building,Stan Hotel 02,CBTHotel02_rsn,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01793--cbthotel02-rsn--52937460\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01793--cbthotel02-rsn--52937460\four-view.png
01794--cbthotel02-s--7d109b61,W3DZH.big\Art\W3D\CBTHotel02_s.w3d,Civilian,Commercial Building,Stan Hotel 02,CBTHotel02_s,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01794--cbthotel02-s--7d109b61\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01794--cbthotel02-s--7d109b61\four-view.png
01795--cbthotel02-sg--d98b76c7,W3DZH.big\Art\W3D\CBTHotel02_sg.w3d,Civilian,Commercial Building,Stan Hotel 02,CBTHotel02_sg,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01795--cbthotel02-sg--d98b76c7\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01795--cbthotel02-sg--d98b76c7\four-view.png
01796--cbthotel02-sn--599ab7d4,W3DZH.big\Art\W3D\CBTHotel02_sn.w3d,Civilian,Commercial Building,Stan Hotel 02,CBTHotel02_sn,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01796--cbthotel02-sn--599ab7d4\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01796--cbthotel02-sn--599ab7d4\four-view.png
01797--cbthotel02-sng--25166951,W3DZH.big\Art\W3D\CBTHotel02_sng.w3d,Civilian,Commercial Building,Stan Hotel 02,CBTHotel02_sng,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01797--cbthotel02-sng--25166951\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01797--cbthotel02-sng--25166951\four-view.png
01798--cbthouse013-sng--a250fd37,W3DZH.big\Art\W3D\CBTHouse013_SNG.w3d,Civilian,Residential Building,T House 013 SNG,CBTHouse013_SNG,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01798--cbthouse013-sng--a250fd37\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01798--cbthouse013-sng--a250fd37\four-view.png
01799--cbthouse01-ds--06a03175,W3DZH.big\Art\W3D\CBTHouse01_DS.w3d,Civilian,Residential Building,Mogadishu House 02,CBTHouse01_DS,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01799--cbthouse01-ds--06a03175\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01799--cbthouse01-ds--06a03175\four-view.png
01800--cbthouse01-dsg--d0ed8ad8,W3DZH.big\Art\W3D\CBTHouse01_DSG.w3d,Civilian,Residential Building,Mogadishu House 02,CBTHouse01_DSG,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01800--cbthouse01-dsg--d0ed8ad8\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01800--cbthouse01-dsg--d0ed8ad8\four-view.png
01801--cbthouse01-dsn--964f156a,W3DZH.big\Art\W3D\CBTHouse01_DSN.w3d,Civilian,Residential Building,Mogadishu House 02,CBTHouse01_DSN,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01801--cbthouse01-dsn--964f156a\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01801--cbthouse01-dsn--964f156a\four-view.png
01802--cbthouse01-dsng--d5bec961,W3DZH.big\Art\W3D\CBTHouse01_DSNG.w3d,Civilian,Residential Building,Mogadishu House 02,CBTHouse01_DSNG,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01802--cbthouse01-dsng--d5bec961\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01802--cbthouse01-dsng--d5bec961\four-view.png
01803--cbthouse01-es--2c06e9c3,W3DZH.big\Art\W3D\CBTHouse01_ES.w3d,Civilian,Residential Building,Mogadishu House 02,CBTHouse01_ES,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01803--cbthouse01-es--2c06e9c3\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01803--cbthouse01-es--2c06e9c3\four-view.png
01804--cbthouse01-esn--d13a9b10,W3DZH.big\Art\W3D\CBTHouse01_ESN.w3d,Civilian,Residential Building,Mogadishu House 02,CBTHouse01_ESN,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01804--cbthouse01-esn--d13a9b10\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01804--cbthouse01-esn--d13a9b10\four-view.png
01805--cbthouse01-rs--a3bbc474,W3DZH.big\Art\W3D\CBTHouse01_RS.w3d,Civilian,Residential Building,Mogadishu House 02,CBTHouse01_RS,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01805--cbthouse01-rs--a3bbc474\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01805--cbthouse01-rs--a3bbc474\four-view.png
01806--cbthouse01-rsn--02d8c15b,W3DZH.big\Art\W3D\CBTHouse01_RSN.w3d,Civilian,Residential Building,Mogadishu House 02,CBTHouse01_RSN,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01806--cbthouse01-rsn--02d8c15b\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01806--cbthouse01-rsn--02d8c15b\four-view.png
01807--cbthouse01-s--7658c990,W3DZH.big\Art\W3D\CBTHouse01_S.w3d,Civilian,Residential Building,Mogadishu House 02,CBTHouse01_S,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01807--cbthouse01-s--7658c990\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01807--cbthouse01-s--7658c990\four-view.png
01808--cbthouse01-sg--b293e6fb,W3DZH.big\Art\W3D\CBTHouse01_SG.w3d,Civilian,Residential Building,Mogadishu House 02,CBTHouse01_SG,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01808--cbthouse01-sg--b293e6fb\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01808--cbthouse01-sg--b293e6fb\four-view.png
01809--cbthouse01-sn--c95e0640,W3DZH.big\Art\W3D\CBTHouse01_SN.w3d,Civilian,Residential Building,Mogadishu House 02,CBTHouse01_SN,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01809--cbthouse01-sn--c95e0640\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01809--cbthouse01-sn--c95e0640\four-view.png
01810--cbthouse01-sng--2e9e9103,W3DZH.big\Art\W3D\CBTHouse01_SNG.w3d,Civilian,Residential Building,Mogadishu House 02,CBTHouse01_SNG,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01810--cbthouse01-sng--2e9e9103\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01810--cbthouse01-sng--2e9e9103\four-view.png
01811--cbthouse03-ds--fd4f8673,W3DZH.big\Art\W3D\CBTHouse03_DS.w3d,Civilian,Residential Building,Mogadishu House 03,CBTHouse03_DS,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01811--cbthouse03-ds--fd4f8673\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01811--cbthouse03-ds--fd4f8673\four-view.png
01812--cbthouse03-dsg--2012065d,W3DZH.big\Art\W3D\CBTHouse03_DSG.w3d,Civilian,Residential Building,Mogadishu House 03,CBTHouse03_DSG,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01812--cbthouse03-dsg--2012065d\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01812--cbthouse03-dsg--2012065d\four-view.png
01813--cbthouse03-dsn--a48f008a,W3DZH.big\Art\W3D\CBTHouse03_DSN.w3d,Civilian,Residential Building,Mogadishu House 03,CBTHouse03_DSN,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01813--cbthouse03-dsn--a48f008a\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01813--cbthouse03-dsn--a48f008a\four-view.png
01814--cbthouse03-dsng--4c027bb1,W3DZH.big\Art\W3D\CBTHouse03_DSNG.w3d,Civilian,Residential Building,Mogadishu House 03,CBTHouse03_DSNG,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01814--cbthouse03-dsng--4c027bb1\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01814--cbthouse03-dsng--4c027bb1\four-view.png
01815--cbthouse03-es--656427a3,W3DZH.big\Art\W3D\CBTHouse03_ES.w3d,Civilian,Residential Building,Mogadishu House 03,CBTHouse03_ES,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01815--cbthouse03-es--656427a3\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01815--cbthouse03-es--656427a3\four-view.png
01816--cbthouse03-esn--b9ffa2ca,W3DZH.big\Art\W3D\CBTHouse03_ESN.w3d,Civilian,Residential Building,Mogadishu House 03,CBTHouse03_ESN,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01816--cbthouse03-esn--b9ffa2ca\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01816--cbthouse03-esn--b9ffa2ca\four-view.png
01817--cbthouse03-rs--c075f150,W3DZH.big\Art\W3D\CBTHouse03_RS.w3d,Civilian,Residential Building,Mogadishu House 03,CBTHouse03_RS,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01817--cbthouse03-rs--c075f150\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01817--cbthouse03-rs--c075f150\four-view.png
01818--cbthouse03-rsn--1e0017e7,W3DZH.big\Art\W3D\CBTHouse03_RSN.w3d,Civilian,Residential Building,Mogadishu House 03,CBTHouse03_RSN,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01818--cbthouse03-rsn--1e0017e7\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01818--cbthouse03-rsn--1e0017e7\four-view.png
01819--cbthouse03-s--a10edbe0,W3DZH.big\Art\W3D\CBTHouse03_S.w3d,Civilian,Residential Building,Mogadishu House 03,CBTHouse03_S,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01819--cbthouse03-s--a10edbe0\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01819--cbthouse03-s--a10edbe0\four-view.png
01820--cbthouse03-sg--15531a49,W3DZH.big\Art\W3D\CBTHouse03_SG.w3d,Civilian,Residential Building,Mogadishu House 03,CBTHouse03_SG,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01820--cbthouse03-sg--15531a49\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01820--cbthouse03-sg--15531a49\four-view.png
01821--cbthouse03-sn--6c24add7,W3DZH.big\Art\W3D\CBTHouse03_SN.w3d,Civilian,Residential Building,Mogadishu House 03,CBTHouse03_SN,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01821--cbthouse03-sn--6c24add7\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01821--cbthouse03-sn--6c24add7\four-view.png
01822--cbthouse03-sng--60b40efb,W3DZH.big\Art\W3D\CBTHouse03_SNG.w3d,Civilian,Residential Building,Mogadishu House 03,CBTHouse03_SNG,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01822--cbthouse03-sng--60b40efb\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01822--cbthouse03-sng--60b40efb\four-view.png
01823--cbthouse03-w--445d919c,W3DZH.big\Art\W3D\CBTHouse03_W.w3d,Civilian,Residential Building,Mogadishu House 03,CBTHouse03_W,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01823--cbthouse03-w--445d919c\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01823--cbthouse03-w--445d919c\four-view.png
01824--cbthouse04-ds--48f988b4,W3DZH.big\Art\W3D\CBTHouse04_DS.w3d,Civilian,Residential Building,Mogadishu House 04,CBTHouse04_DS,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01824--cbthouse04-ds--48f988b4\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01824--cbthouse04-ds--48f988b4\four-view.png
01825--cbthouse04-dsg--6943d7ec,W3DZH.big\Art\W3D\CBTHouse04_DSG.w3d,Civilian,Residential Building,Mogadishu House 04,CBTHouse04_DSG,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01825--cbthouse04-dsg--6943d7ec\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01825--cbthouse04-dsg--6943d7ec\four-view.png
01826--cbthouse04-dsn--90051d79,W3DZH.big\Art\W3D\CBTHouse04_DSN.w3d,Civilian,Residential Building,Mogadishu House 04,CBTHouse04_DSN,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01826--cbthouse04-dsn--90051d79\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01826--cbthouse04-dsn--90051d79\four-view.png
01827--cbthouse04-dsng--fadcb63d,W3DZH.big\Art\W3D\CBTHouse04_DSNG.w3d,Civilian,Residential Building,Mogadishu House 04,CBTHouse04_DSNG,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01827--cbthouse04-dsng--fadcb63d\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01827--cbthouse04-dsng--fadcb63d\four-view.png
