record_id,source_kind,source_container,source_path,original_rel,original_name,original_base,extension,size,offset,description,mapping_sources,taxonomy_faction,taxonomy_function,taxonomy_context,taxonomy_sequence,taxonomy_source,voice_candidate,conversion,raw_output,converted_output,final_output,transcript,transcript_confidence,transcript_accepted,status,notes
2f922d1c8246fddc,big,SpeechEnglishZH.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\SpeechEnglishZH.big,Data\Audio\Speech\English\tstea069.wav,tstea069.wav,tstea069,.wav,146586,115479988,Taunts Stealth 069,INIZH.big::Data\INI\Speech.ini,GLA,General Challenge Taunt,Stealth General,069,DialogEvent: Taunts_Stealth069,True,.wav->.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\_primitive media\Data\Audio\Speech\English\tstea069.wav,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\Data\Audio\Speech\English\GLA - General Challenge Taunt - Stealth General - 069 - tstea069.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\Data\Audio\Speech\English\GLA - General Challenge Taunt - Stealth General - 069 - You would strike at me from space with your cowardly particle cannon. I am - tstea069.mp3,"You would strike at me from space with your cowardly particle cannon. I am disappointed, General",0.9524,True,transcribed,
86f02b1e12c2db2f,big,SpeechEnglishZH.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\SpeechEnglishZH.big,Data\Audio\Speech\English\tstea070.wav,tstea070.wav,tstea070,.wav,97434,115626576,Taunts Stealth 070,INIZH.big::Data\INI\Speech.ini,GLA,General Challenge Taunt,Stealth General,070,DialogEvent: Taunts_Stealth070,True,.wav->.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\_primitive media\Data\Audio\Speech\English\tstea070.wav,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\Data\Audio\Speech\English\GLA - General Challenge Taunt - Stealth General - 070 - tstea070.mp3,"C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\Data\Audio\Speech\English\GLA - General Challenge Taunt - Stealth General - 070 - So many base defenses, General. What are you afraid of - tstea070.mp3","So many base defenses, General. What are you afraid of",0.9363,True,transcribed,
62f2aa97b1371cde,big,SpeechEnglishZH.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\SpeechEnglishZH.big,Data\Audio\Speech\English\tstea071.wav,tstea071.wav,tstea071,.wav,128154,115724012,Taunts Stealth 071,INIZH.big::Data\INI\Speech.ini,GLA,General Challenge Taunt,Stealth General,071,DialogEvent: Taunts_Stealth071,True,.wav->.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\_primitive media\Data\Audio\Speech\English\tstea071.wav,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\Data\Audio\Speech\English\GLA - General Challenge Taunt - Stealth General - 071 - tstea071.mp3,"C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\Data\Audio\Speech\English\GLA - General Challenge Taunt - Stealth General - 071 - You're building tanks, are you_ Well, a few more snipers should take care o - tstea071.mp3","You're building tanks, are you? Well, a few more snipers should take care of that",0.9544,True,transcribed,
84f41dbccf668a2b,big,SpeechEnglishZH.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\SpeechEnglishZH.big,Data\Audio\Speech\English\tstea072.wav,tstea072.wav,tstea072,.wav,122010,115852168,Taunts Stealth 072,INIZH.big::Data\INI\Speech.ini,GLA,General Challenge Taunt,Stealth General,072,DialogEvent: Taunts_Stealth072,True,.wav->.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\_primitive media\Data\Audio\Speech\English\tstea072.wav,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\Data\Audio\Speech\English\GLA - General Challenge Taunt - Stealth General - 072 - tstea072.mp3,"C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\Data\Audio\Speech\English\GLA - General Challenge Taunt - Stealth General - 072 - More planes, huh_ Why so many, General_ Afraid to come down and face me - tstea072.mp3","More planes, huh? Why so many, General? Afraid to come down and face me",0.9509,True,transcribed,
6b7b89952c807574,big,SpeechEnglishZH.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\SpeechEnglishZH.big,Data\Audio\Speech\English\tstea073.wav,tstea073.wav,tstea073,.wav,177306,115974180,Taunts Stealth 073,INIZH.big::Data\INI\Speech.ini,GLA,General Challenge Taunt,Stealth General,073,DialogEvent: Taunts_Stealth073,True,.wav->.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\_primitive media\Data\Audio\Speech\English\tstea073.wav,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\Data\Audio\Speech\English\GLA - General Challenge Taunt - Stealth General - 073 - tstea073.mp3,"C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\Data\Audio\Speech\English\GLA - General Challenge Taunt - Stealth General - 073 - Let me give you some advice, General. That large group of infantry, it is n - tstea073.mp3","Let me give you some advice, General. That large group of infantry, it is no match for my snipers",0.9506,True,transcribed,
1a37133dcb7e5098,big,SpeechEnglishZH.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\SpeechEnglishZH.big,Data\Audio\Speech\English\tstea074.wav,tstea074.wav,tstea074,.wav,144538,116151488,Taunts Stealth 074,INIZH.big::Data\INI\Speech.ini,GLA,General Challenge Taunt,Stealth General,074,DialogEvent: Taunts_Stealth074,True,.wav->.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\_primitive media\Data\Audio\Speech\English\tstea074.wav,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\Data\Audio\Speech\English\GLA - General Challenge Taunt - Stealth General - 074 - tstea074.mp3,"C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\Data\Audio\Speech\English\GLA - General Challenge Taunt - Stealth General - 074 - Your base has grown so large, General. Do you think you can defend all your - tstea074.mp3","Your base has grown so large, General. Do you think you can defend all your buildings from capture",0.9528,True,transcribed,
1ba2888fa6ae7feb,big,SpeechEnglishZH.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\SpeechEnglishZH.big,Data\Audio\Speech\English\tstea075.wav,tstea075.wav,tstea075,.wav,91290,116296028,Taunts Stealth 075,INIZH.big::Data\INI\Speech.ini,GLA,General Challenge Taunt,Stealth General,075,DialogEvent: Taunts_Stealth075,True,.wav->.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\_primitive media\Data\Audio\Speech\English\tstea075.wav,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\Data\Audio\Speech\English\GLA - General Challenge Taunt - Stealth General - 075 - tstea075.mp3,"C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\Data\Audio\Speech\English\GLA - General Challenge Taunt - Stealth General - 075 - You've launched your regret using that Scud Storm, General - tstea075.mp3","You've launched your regret using that Scud Storm, General",0.8673,True,transcribed,
ecc55ef5d122d07d,big,SpeechEnglishZH.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\SpeechEnglishZH.big,Data\Audio\Speech\English\tstea076.wav,tstea076.wav,tstea076,.wav,93338,116387320,Taunts Stealth 076,INIZH.big::Data\INI\Speech.ini,GLA,General Challenge Taunt,Stealth General,076,DialogEvent: Taunts_Stealth076,True,.wav->.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\_primitive media\Data\Audio\Speech\English\tstea076.wav,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\Data\Audio\Speech\English\GLA - General Challenge Taunt - Stealth General - 076 - tstea076.mp3,"C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\Data\Audio\Speech\English\GLA - General Challenge Taunt - Stealth General - 076 - Nuclear missiles. I thought you were bluffing, General - tstea076.mp3","Nuclear missiles. I thought you were bluffing, General",0.8755,True,transcribed,
25790cc753f1b1c0,big,SpeechEnglishZH.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\SpeechEnglishZH.big,Data\Audio\Speech\English\tstea077.wav,tstea077.wav,tstea077,.wav,165018,116480660,Taunts Stealth 077,INIZH.big::Data\INI\Speech.ini,GLA,General Challenge Taunt,Stealth General,077,DialogEvent: Taunts_Stealth077,True,.wav->.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\_primitive media\Data\Audio\Speech\English\tstea077.wav,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\Data\Audio\Speech\English\GLA - General Challenge Taunt - Stealth General - 077 - tstea077.mp3,"C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\Data\Audio\Speech\English\GLA - General Challenge Taunt - Stealth General - 077 - Yes, look at the cowardly particle beam. Enjoy this, General. My answer wil - tstea077.mp3","Yes, look at the cowardly particle beam. Enjoy this, General. My answer will be swift and brutal",0.9478,True,transcribed,
656f006e19fdb2b9,big,SpeechEnglishZH.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\SpeechEnglishZH.big,Data\Audio\Speech\English\tstea078.wav,tstea078.wav,tstea078,.wav,176282,116645680,Taunts Stealth 078,INIZH.big::Data\INI\Speech.ini,GLA,General Challenge Taunt,Stealth General,078,DialogEvent: Taunts_Stealth078,True,.wav->.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\_primitive media\Data\Audio\Speech\English\tstea078.wav,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\Data\Audio\Speech\English\GLA - General Challenge Taunt - Stealth General - 078 - tstea078.mp3,"C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\Data\Audio\Speech\English\GLA - General Challenge Taunt - Stealth General - 078 - By all means, General. Garrison that building. My snipers can't possibly hi - tstea078.mp3","By all means, General. Garrison that building. My snipers can't possibly hit them in there",0.9002,True,transcribed,
818a04e4b7f4e061,big,SpeechEnglishZH.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\SpeechEnglishZH.big,Data\Audio\Speech\English\tstea079.wav,tstea079.wav,tstea079,.wav,167066,116821964,Taunts Stealth 079,INIZH.big::Data\INI\Speech.ini,GLA,General Challenge Taunt,Stealth General,079,DialogEvent: Taunts_Stealth079,True,.wav->.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\_primitive media\Data\Audio\Speech\English\tstea079.wav,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\Data\Audio\Speech\English\GLA - General Challenge Taunt - Stealth General - 079 - tstea079.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\Data\Audio\Speech\English\GLA - General Challenge Taunt - Stealth General - 079 - Colonel Burton_ General. Perhaps you should make him the General. You'll on - tstea079.mp3,Colonel Burton? General. Perhaps you should make him the General. You'll only lead him to an early grave,0.9371,True,transcribed,
aa8c1317b0aed84e,big,SpeechEnglishZH.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\SpeechEnglishZH.big,Data\Audio\Speech\English\tstea080.wav,tstea080.wav,tstea080,.wav,174234,116989032,Taunts Stealth 080,INIZH.big::Data\INI\Speech.ini,GLA,General Challenge Taunt,Stealth General,080,DialogEvent: Taunts_Stealth080,True,.wav->.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\_primitive media\Data\Audio\Speech\English\tstea080.wav,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\Data\Audio\Speech\English\GLA - General Challenge Taunt - Stealth General - 080 - tstea080.mp3,"C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\Data\Audio\Speech\English\GLA - General Challenge Taunt - Stealth General - 080 - Ah, the beautiful Black Lotus. Perhaps after your defeat, General, she'll a - tstea080.mp3","Ah, the beautiful Black Lotus. Perhaps after your defeat, General, she'll agree to join me",0.915,True,transcribed,
7a564e3b2d13a359,big,SpeechEnglishZH.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\SpeechEnglishZH.big,Data\Audio\Speech\English\tstea081.wav,tstea081.wav,tstea081,.wav,141466,117163268,Taunts Stealth 081,INIZH.big::Data\INI\Speech.ini,GLA,General Challenge Taunt,Stealth General,081,DialogEvent: Taunts_Stealth081,True,.wav->.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\_primitive media\Data\Audio\Speech\English\tstea081.wav,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\Data\Audio\Speech\English\GLA - General Challenge Taunt - Stealth General - 081 - tstea081.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\Data\Audio\Speech\English\GLA - General Challenge Taunt - Stealth General - 081 - Jardman Kell_ All snipers beware. Jardman Kell has entered the field - tstea081.mp3,Jardman Kell? All snipers beware. Jardman Kell has entered the field,0.841,True,transcribed,
8fc4e3a5d2afa779,big,SpeechEnglishZH.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\SpeechEnglishZH.big,Data\Audio\Speech\English\tstea082.wav,tstea082.wav,tstea082,.wav,153754,117304736,Taunts Stealth 082,INIZH.big::Data\INI\Speech.ini,GLA,General Challenge Taunt,Stealth General,082,DialogEvent: Taunts_Stealth082,True,.wav->.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\_primitive media\Data\Audio\Speech\English\tstea082.wav,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\Data\Audio\Speech\English\GLA - General Challenge Taunt - Stealth General - 082 - tstea082.mp3,"C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\Data\Audio\Speech\English\GLA - General Challenge Taunt - Stealth General - 082 - Wise choice building an airfield, but planes alone will not be enough to de - tstea082.mp3","Wise choice building an airfield, but planes alone will not be enough to defeat me, General",0.932,True,transcribed,
848e01b7499bc922,big,SpeechEnglishZH.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\SpeechEnglishZH.big,Data\Audio\Speech\English\tstea083.wav,tstea083.wav,tstea083,.wav,150682,117458492,Taunts Stealth 083,INIZH.big::Data\INI\Speech.ini,GLA,General Challenge Taunt,Stealth General,083,DialogEvent: Taunts_Stealth083,True,.wav->.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\_primitive media\Data\Audio\Speech\English\tstea083.wav,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\Data\Audio\Speech\English\GLA - General Challenge Taunt - Stealth General - 083 - tstea083.mp3,"C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\Data\Audio\Speech\English\GLA - General Challenge Taunt - Stealth General - 083 - My spies tell me you finally built your war factory, General. Are you ready - tstea083.mp3","My spies tell me you finally built your war factory, General. Are you ready to fight now",0.9252,True,transcribed,
45e20e3728cf5a12,big,SpeechEnglishZH.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\SpeechEnglishZH.big,Data\Audio\Speech\English\tstea084.wav,tstea084.wav,tstea084,.wav,126106,117609176,Taunts Stealth 084,INIZH.big::Data\INI\Speech.ini,GLA,General Challenge Taunt,Stealth General,084,DialogEvent: Taunts_Stealth084,True,.wav->.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\_primitive media\Data\Audio\Speech\English\tstea084.wav,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\Data\Audio\Speech\English\GLA - General Challenge Taunt - Stealth General - 084 - tstea084.mp3,"C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\Data\Audio\Speech\English\GLA - General Challenge Taunt - Stealth General - 084 - Train all the men you wish from that barracks, General. They are no match f - tstea084.mp3","Train all the men you wish from that barracks, General. They are no match for my snipers",0.9346,True,transcribed,
7f8e70aacdb78be4,big,SpeechEnglishZH.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\SpeechEnglishZH.big,Data\Audio\Speech\English\tstea085.wav,tstea085.wav,tstea085,.wav,108698,117735284,Taunts Stealth 085,INIZH.big::Data\INI\Speech.ini,GLA,General Challenge Taunt,Stealth General,085,DialogEvent: Taunts_Stealth085,True,.wav->.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\_primitive media\Data\Audio\Speech\English\tstea085.wav,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\Data\Audio\Speech\English\GLA - General Challenge Taunt - Stealth General - 085 - tstea085.mp3,"C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\Data\Audio\Speech\English\GLA - General Challenge Taunt - Stealth General - 085 - You've sold off one of your buildings, huh_ Such tactics lead to defeat, Ge - tstea085.mp3","You've sold off one of your buildings, huh? Such tactics lead to defeat, General",0.9334,True,transcribed,
9f7b0a3e93ebda10,big,SpeechEnglishZH.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\SpeechEnglishZH.big,Data\Audio\Speech\English\tstea086.wav,tstea086.wav,tstea086,.wav,83098,117843984,Taunts Stealth 086,INIZH.big::Data\INI\Speech.ini,GLA,General Challenge Taunt,Stealth General,086,DialogEvent: Taunts_Stealth086,True,.wav->.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\_primitive media\Data\Audio\Speech\English\tstea086.wav,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\Data\Audio\Speech\English\GLA - General Challenge Taunt - Stealth General - 086 - tstea086.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\Data\Audio\Speech\English\GLA - General Challenge Taunt - Stealth General - 086 - How are you defeating my forces_ It's not possible - tstea086.mp3,How are you defeating my forces? It's not possible,0.9541,True,transcribed,
f74c8096fe5860ad,big,SpeechEnglishZH.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\SpeechEnglishZH.big,Data\Audio\Speech\English\tstea087.wav,tstea087.wav,tstea087,.wav,111770,117927084,Taunts Stealth 087,INIZH.big::Data\INI\Speech.ini,GLA,General Challenge Taunt,Stealth General,087,DialogEvent: Taunts_Stealth087,True,.wav->.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\_primitive media\Data\Audio\Speech\English\tstea087.wav,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\Data\Audio\Speech\English\GLA - General Challenge Taunt - Stealth General - 087 - tstea087.mp3,"C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\Data\Audio\Speech\English\GLA - General Challenge Taunt - Stealth General - 087 - You may have the upper hand now, but your desperate tactics will not endure - tstea087.mp3","You may have the upper hand now, but your desperate tactics will not endure, General",0.9373,True,transcribed,
1922fdb3cf12271d,big,SpeechEnglishZH.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\SpeechEnglishZH.big,Data\Audio\Speech\English\tstea088.wav,tstea088.wav,tstea088,.wav,120986,118038856,Taunts Stealth 088,INIZH.big::Data\INI\Speech.ini,GLA,General Challenge Taunt,Stealth General,088,DialogEvent: Taunts_Stealth088,True,.wav->.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\_primitive media\Data\Audio\Speech\English\tstea088.wav,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\Data\Audio\Speech\English\GLA - General Challenge Taunt - Stealth General - 088 - tstea088.mp3,"C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\Data\Audio\Speech\English\GLA - General Challenge Taunt - Stealth General - 088 - My forces will rise up against your oppression and we will defeat you, Gene - tstea088.mp3","My forces will rise up against your oppression and we will defeat you, General",0.931,True,transcribed,
d29be28035b85258,big,SpeechEnglishZH.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\SpeechEnglishZH.big,Data\Audio\Speech\English\tstea089.wav,tstea089.wav,tstea089,.wav,152730,118159844,Taunts Stealth 089,INIZH.big::Data\INI\Speech.ini,GLA,General Challenge Taunt,Stealth General,089,DialogEvent: Taunts_Stealth089,True,.wav->.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\_primitive media\Data\Audio\Speech\English\tstea089.wav,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\Data\Audio\Speech\English\GLA - General Challenge Taunt - Stealth General - 089 - tstea089.mp3,"C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\Data\Audio\Speech\English\GLA - General Challenge Taunt - Stealth General - 089 - Enjoy your advantage for now, General. You'll make a mistake soon, and I'll - tstea089.mp3","Enjoy your advantage for now, General. You'll make a mistake soon, and I'll turn the tide of this battle",0.9508,True,transcribed,
347d2aa5c0d49893,big,SpeechEnglishZH.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\SpeechEnglishZH.big,Data\Audio\Speech\English\tstea090.wav,tstea090.wav,tstea090,.wav,183450,118312576,Taunts Stealth 090,INIZH.big::Data\INI\Speech.ini,GLA,General Challenge Taunt,Stealth General,090,DialogEvent: Taunts_Stealth090,True,.wav->.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\_primitive media\Data\Audio\Speech\English\tstea090.wav,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\Data\Audio\Speech\English\GLA - General Challenge Taunt - Stealth General - 090 - tstea090.mp3,"C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\Data\Audio\Speech\English\GLA - General Challenge Taunt - Stealth General - 090 - So it ends. You've defeated me, General. But someday, I'll have my revenge. - tstea090.mp3","So it ends. You've defeated me, General. But someday, I'll have my revenge. Watch your back, General",0.9283,True,transcribed,
0c3e4a4467d135fd,big,SpeechEnglishZH.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\SpeechEnglishZH.big,Data\Audio\Speech\English\tstea091.wav,tstea091.wav,tstea091,.wav,161946,118496028,Taunts Stealth 091,INIZH.big::Data\INI\Speech.ini,GLA,General Challenge Taunt,Stealth General,091,DialogEvent: Taunts_Stealth091,True,.wav->.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\_primitive media\Data\Audio\Speech\English\tstea091.wav,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\Data\Audio\Speech\English\GLA - General Challenge Taunt - Stealth General - 091 - tstea091.mp3,"C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\Data\Audio\Speech\English\GLA - General Challenge Taunt - Stealth General - 091 - Your forces are weakening, General. Accept defeat and I'll go easy on you. - tstea091.mp3","Your forces are weakening, General. Accept defeat and I'll go easy on you. I promise",0.9383,True,transcribed,
8a3cc2b202410640,big,SpeechEnglishZH.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\SpeechEnglishZH.big,Data\Audio\Speech\English\tstea092.wav,tstea092.wav,tstea092,.wav,165018,118657976,Taunts Stealth 092,INIZH.big::Data\INI\Speech.ini,GLA,General Challenge Taunt,Stealth General,092,DialogEvent: Taunts_Stealth092,True,.wav->.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\_primitive media\Data\Audio\Speech\English\tstea092.wav,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\Data\Audio\Speech\English\GLA - General Challenge Taunt - Stealth General - 092 - tstea092.mp3,"C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\Data\Audio\Speech\English\GLA - General Challenge Taunt - Stealth General - 092 - Your attacks are ineffective against me, General. Soon we will sweep in and - tstea092.mp3","Your attacks are ineffective against me, General. Soon we will sweep in and destroy you",0.9473,True,transcribed,
612c42133a50ac47,big,SpeechEnglishZH.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\SpeechEnglishZH.big,Data\Audio\Speech\English\tstea093.wav,tstea093.wav,tstea093,.wav,154778,118822996,Taunts Stealth 093,INIZH.big::Data\INI\Speech.ini,GLA,General Challenge Taunt,Stealth General,093,DialogEvent: Taunts_Stealth093,True,.wav->.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\_primitive media\Data\Audio\Speech\English\tstea093.wav,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\Data\Audio\Speech\English\GLA - General Challenge Taunt - Stealth General - 093 - tstea093.mp3,"C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\Data\Audio\Speech\English\GLA - General Challenge Taunt - Stealth General - 093 - Oh, I am enjoying this little game, General, but your pathetic attacks are - tstea093.mp3","Oh, I am enjoying this little game, General, but your pathetic attacks are beginning to bore me",0.9126,True,transcribed,
0440e88a87c0ba8f,big,SpeechEnglishZH.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\SpeechEnglishZH.big,Data\Audio\Speech\English\tstea094.wav,tstea094.wav,tstea094,.wav,136346,118977776,Taunts Stealth 094,INIZH.big::Data\INI\Speech.ini,GLA,General Challenge Taunt,Stealth General,094,DialogEvent: Taunts_Stealth094,True,.wav->.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\_primitive media\Data\Audio\Speech\English\tstea094.wav,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\Data\Audio\Speech\English\GLA - General Challenge Taunt - Stealth General - 094 - tstea094.mp3,"C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\SpeechEnglishZH.big\Data\Audio\Speech\English\GLA - General Challenge Taunt - Stealth General - 094 - I thought you would provide more of a challenge, General. I guess I overest - tstea094.mp3","I thought you would provide more of a challenge, General. I guess I overestimated you",0.9644,True,transcribed,
