label,value_index,text,extra
FTP:StatusIdle,1,Idle,
FTP:UnknownError,1,Unknown Error,
FTP:NoSuchServer,1,No Such Server,
FTP:CouldNotConnect,1,Could Not Connect,
FTP:LoginFailed,1,Login Failed,
FTP:NoSuchFile,1,No Such File,
FTP:LocalFileOpenFailed,1,Local File Open Failed,
FTP:TCPError,1,TCP Error,
FTP:DisconnectError,1,Disconnect Error,
FTP:StatusConnecting,1,Connecting,
FTP:StatusLoggingIn,1,Logging In,
FTP:StatusFindingFile,1,Finding File,
FTP:StatusQueryingResume,1,Querying to Resume Download,
FTP:StatusDownloading,1,Downloading,
FTP:StatusDisconnecting,1,Disconnecting,
FTP:StatusFinishing,1,Finishing,
FTP:StatusDone,1,Done,
FTP:StatusNone,1,None,
WOL:InternalError,1,Generals Online Internal Error,
WOL:ServerBan,1,"Sorry, you've been banned from Generals Online. Please review the Service Terms",
WOL:DisconnectedError,1,"Sorry, you've been banned from Generals Online. Please review the Service Terms",
WOL:NoServers,1,Generals Online not found,
WOL:LoginTimeout,1,Timed out waiting to join Generals Online,
WOL:NoMatchChannel,1,No match channel found,
WOL:NoMatchbot,1,No MatchMaker found,
WOL:BadMatchParams,1,Bad match parameters,
WOL:ChatErrorNickInUse,1,That nickname is already in use,
WOL:ChatErrorBadPass,1,Incorrect password for that name,
WOL:ChatErrorNoneSuch,1,No such user or channel,
WOL:ChatErrorConNetDown,1,Network connection is down,
WOL:ChatErrorConLookupFailed,1,DNS lookup failed.,
WOL:ChatErrorConError,1,Fatal network error occurred,
WOL:ChatErrorTimeout,1,Timeout occurred.,
WOL:ChatErrorMustPatch,1,You must get the latest Update before joining Generals Online,
WOL:ChatErrorStatusError,1,Internal status error,
WOL:ChatErrorUnknownResponse,1,Unknown response,
WOL:ChatErrorChannelFull,1,Channel is full,
WOL:ChatErrorChannelExists,1,Channel already exists,
WOL:ChatErrorChannelDoesNotExist,1,Channel does not exist,
WOL:ChatErrorBadChannelPassword,1,Bad channel password,
WOL:ChatErrorBanned,1,"Sorry, you've been banned from Generals Online. Please review the Service Terms",
WOL:ChatErrorNotOper,1,Cannot perform that operation,
WOL:ChatErrorAccountDisabled,1,Your account has been disabled.,
WOL:ChatErrorSerialBanned,1,Your serial number has been banned. Please review the Service Terms,
WOL:ChatErrorSerialDup,1,Your serial is already in use,
WOL:ChatErrorSerialUnknown,1,Your serial is invalid,
WOL:NetUtilErrorGeneric,1,Generic NetUtil error,
WOL:NetUtilErrorBusy,1,Busy,
WOL:NetUtilErrorTimeout,1,Timeout,
WOL:NetUtilErrorInvalidField,1,Invalid field,
WOL:NetUtilErrorCantVerify,1,Can't verify,
WOL:NetUtilFinished,1,Finished,
WOL:UnknownError,1,Unknown error,
WOL:CouldNotCreateChannel,1,Could not create channel,
WOL:ErrorTitle,1,Generals Online Error,
WOL:LoginErrorTitle,1,Login Error,
WOL:CreatingChannel,1,Creating channel,
WOL:ChannelClosed,1,Channel has closed,
WOL:BadChannelPassword,1,Bad channel password,
WOL:ChannelFull,1,Channel full,
WOL:BannedFromChannel,1,You've been banned from the channel,
WOL:CannotJoinChannel,1,Cannot join channel,
WOL:NoWOLAPI,1,Shared Internet Components have not been installed.,
WOL:OldWOLAPI,1,Shared Internet Components need to be updated. Please install from the C&C Generals disc,
WOL:BadRegistry,1,C&C Generals Registry is corrupt,
WOL:GotPing,1,"Received ping of %dms. The lower the ping, the better the connection",
WOL:ServerListAndVersion,1,Fetching server list,
WOL:GettingPings,1,"Getting pings. The lower the ping, the better the connection",
WOL:Connecting,1,Connecting,
WOL:JoinedChannel,1,You joined %ls,
WOL:LeftChannel,1,You left %ls,
WOL:UserKicked,1,%ls kicked %ls out of %ls,
WOL:BeginIgnoreList,1,Begin Ignore List,
WOL:IgnoredUser,1,%ls,
WOL:EndIgnoreList,1,End Ignore List,
WOL:DownloadPatchNow,1,Would you like to download the Update at this time?,
WOL:FindInChannel,1,%ls is in %s,
WOL:FindInChannelOtherServer,1,%ls is in %s on %s,
WOL:FindOffline,1,%ls is not logged in,
WOL:FindHiding,1,%ls is not responding to search,
WOL:FindNotInChannel,1,%ls is not in a channel,
WOL:FindNotInChannelOtherServer,1,%ls is on %s,
WOL:Lob_49_0,1,Main Lobby,
WOL:Lob_49_1,1,Alternate,
WOL:Lob_49_2,1,Reality,
WOL:Lob_41_0,1,QuickMatch,
WOL:UnknownServer,1,unknown server,
WOL:UnknownChannel,1,unknown channel,
WOL:BuddyMatching,1,%ls is QuickMatching,
WOL:BuddyNotInChan,1,%ls is online,
WOL:BuddyInGame,1,%ls is playing a game,
WOL:BuddyInChat,1,%ls is chatting in %ls,
WOL:BuddyGameSetup,1,%ls is in %ls,
WOL:BuddyMatchingOtherServer,1,%ls is QuickMatching on %ls,
WOL:BuddyNotInChanOtherServer,1,%ls is online on %ls,
WOL:BuddyInGameOtherServer,1,%ls is playing a game on %ls,
WOL:BuddyInChatOtherServer,1,%ls is chatting in %ls on %ls,
WOL:BuddyGameSetupOtherServer,1,%ls is in %ls on %ls,
WOL:BuddyHiding,1,%ls is hiding,
Chat:Everyone,1,Everyone Views,
Chat:Allies,1,Only Allies View,
GUI:Clear,1,CLEAR,
LAN:GameStartTimerPlural,1,Game will start in %d seconds.,
LAN:GameStartTimerSingular,1,Game will start in %d second.,
LAN:HostNotResponding,1,Game exited; the host was not responding.,
LAN:PlayerDropped,1,%ls dropped; player was not responding.,
LAN:NeedMorePlayers,1,You need more than %d player(s) to start a game.,
LAN:NeedMoreTeams,1,You need more than 1 team to start a game.,
LAN:TooManyPlayers,1,This map only supports up to %d players.,
LAN:OK,1,OK,
LAN:ErrorNoGameSelected,1,Please select a game first.,
LAN:ErrorTimeout,1,Connection timed out.,
LAN:ErrorGameFull,1,This game is full.,
LAN:ErrorDuplicateName,1,Duplicate name already in game.,
LAN:ErrorCRCMismatch,1,Game has detected a mismatch. This means the multiplayer game has lost synchronization data between the players. It is possible that your opponent has modified his version and you may want to include him on your Ignore List.,
LAN:ErrorGameStarted,1,"Sorry, this game has already started.",
LAN:ErrorGameExists,1,A game of the same name already exists.,
LAN:ErrorGameGone,1,Game has dissappeared.,
LAN:ErrorBusy,1,Another operation is pending.,
LAN:ErrorUnknown,1,Unknown error,
LAN:JoinFailed,1,JOIN FAILED,
Network:PlayerLeft,1,%ls left the game.,
INI:MissingDisplayName,1,MISSING DisplayName for Object '%S',
INI:FactionDefault,1,Default Army,
INI:FactionObserver,1,Observer,
INI:FactionCivilian,1,Civilian,
INI:FactionAmerica,1,USA,
INI:FactionChina,1,China,
INI:FactionGLA,1,GLA,
INI:FactionChinaHacker,1,Chinese Hacker,
SIDE:America,1,USA,
SIDE:China,1,China,
SIDE:GLA,1,GLA,
INI:RankLevel1,1,1 Star General,
INI:RankLevel2,1,2 Star General,
INI:RankLevel3,1,3 Star General,
INI:RankLevel4,1,4 Star General,
INI:RankLevel5,1,5 Star General,
INI:RankLevel6,1,Mr. Bad Dude (Rank 6),
INI:RankLevel7,1,Dr. Death (Rank 7),
INI:RankLevel8,1,Ultimate Deadly Dude (Rank 8),
TOOLTIP:MyInfo,1,"Click to explore your Persona Information. You may view your rank, points, wins, losses, Battle Honors, etc.",
TOOLTIP:CustomMatch,1,Click to join the Custom Match Lobby to meet and chat with other players,
TOOLTIP:SelectAll,1,QuickMatch on all available maps,
TOOLTIP:SelectNone,1,QuickMatch on no maps,
TOOLTIP:EnterPassword,1,Please enter a password,
TOOLTIP:Quickmatch,1,Click to begin QuickMatch. QuickMatch will attempt to automatically match you with your closest skill level and preferences,
TOOLTIP:GameLobbys,1,,
TOOLTIP:ClearButton,1,Clear the chat text window,
TOOLTIP:Disconnectbutton,1,Click to disconnect from your current game. Disconnect will be counted toward your overall total,
TOOLTIP:playersonline,1,List of players currently on Generals Online,
TOOLTIP:WidenSearch,1,"Click to widen your opponent search criteria. The more specific your criteria is, the more difficult it can be to find an opponent",
TOOLTIP:Emote,1,,
TOOLTIP:JoinGame,1,Click to join the selected game,
TOOLTIP:BuddyButton,1,Sort game list by Buddies,
TOOLTIP:matchingprogress,1,You can watch as QuickMatch searches for your best match. Keep your fingers crossed!,
TOOLTIP:CancelButton,1,Click to cancel the current operation,
TOOLTIP:resizewindows,1,Click and drag vertically to change the size of your Game List window vs. your Chat window,
TOOLTIP:CreateGame,1,Create a new game. The game will be displayed in the Game List window for other players to join,
TOOLTIP:ChatWindow,1,Type and press Enter in the Text Entry box below to send messages to this Chat window. Other players can read and respond,
TOOLTIP:StopSearch,1,Abort your current search,
TOOLTIP:StartSearch,1,Begin searching,
TOOLTIP:UnknownGame,1,Unknown game,
TOOLTIP:textentrybox,1,Type and press Enter in this Text Entry box to send messages to the Chat window above,
TOOLTIP:PlayersInLobby,1,Current players in your lobby,
TOOLTIP:LocalPlayer,1,Current player %s,
TOOLTIP:BuddyPlayer,1,Your buddy %s,
TOOLTIP:ProfiledPlayer,1,%s,
TOOLTIP:GenericPlayer,1,%s,
TOOLTIP:IgnoredModifier,1,(ignored),
TOOLTIP:PlayerInfo,1,"
 Region: %s 
 %d wins/%d losses",
TOOLTIP:GameInfoGameName,1,Game Name: %s,
TOOLTIP:GameInfoLadderName,1,"
 Ladder: %s",
TOOLTIP:LadderName,1,Ladder: %s,
TOOLTIP:UnknownLadder,1,"
 Unknown ladder",
TOOLTIP:NoLadder,1,"
 No ladder",
TOOLTIP:InvalidGameVersionSingleLine,1,This game version is different,
TOOLTIP:GameInfoMap,1,"
 Map: %s 
 Players:",
TOOLTIP:GameInfoPlayer,1,"
 %s (%d/%d)",
TOOLTIP:FreeForAll,1,Free For All. No teams/allies allowed,
TOOLTIP:ListOfPlayers,1,Players in the current game,
TOOLTIP:MapName,1,Currently selected map,
TOOLTIP:GameName,1,Name of the game,
TOOLTIP:StartGame,1,Begin a multiplayer game,
TOOLTIP:IgnoreButton,1,Ignore player,
TOOLTIP:closeButton,1,,
TOOLTIP:GameOptions,1,Options currently enabled in the game,
TOOLTIP:Crates,1,Bonus crates,
TOOLTIP:SuperWeapons,1,"Super Weapons. Particle Cannon, Nuclear Missile, etc.",
DOZER:ConstructionComplete,1,Construction Complete: %s,
DOZER:RepairComplete,1,Repair Operation Complete.,
UPGRADE:UpgradeComplete,1,Upgrade Complete: %s,
GUI:CantBuildRestrictedTerrain,1,The terrain prevents you from building here.,
GUI:CantBuildNotFlatEnough,1,The terrain is not flat enough to build here.,
GUI:CantBuildObjectsInTheWay,1,You cannot build there because there are obstacles in the way.,
GUI:CantBuildNoClearPath,1,Unit cannot reach construction site.,
GUI:CantBuildShroud,1,You must explore there before building.,
GUI:CantBuildThere,1,You can't build here.,
GUI:RallyPointObjectsInTheWay,1,"Unable to set rally point, object(s) are in the way of the destination.",
GUI:RallyPointNoPath,1,Unable to set rally point.,
GUI:RallyPointSet,1,%s rally point set.,
GUI:MouseType,1,Mouse Type,
GUI:Com,1,EAPIM,
GUI:CONTROL,1,Control,
GUI:INFORMATION,1,Information,
GUI:INTERFACE,1,Interface,
GUI:SELECTION,1,Selection,
GUI:TAUNT,1,Taunt,
GUI:MISC,1,Misc,
GUI:DEBUG,1,Debug,
GUI:Cheer,1,Cheer,
GUI:CheerDescription,1,Commands your forces to exult over your great deeds.,
GUI:Deploy,1,Deploy Object,
GUI:DeployDescription,1,Deploy selected object(s).,
GUI:Guard,1,Guard,
GUI:GuardDescription,1,Set the selected object(s) into 'guard area' mode.,
GUI:CreateFormation,1,Create Formation,
GUI:Follow,1,Follow,
GUI:FollowDescription,1,Toggle follow state of selected object(s).,
GUI:ToggleControlBar,1,Toggle Control Bar,
GUI:ToggleControlBarDescription,1,Toggles the In Game Control Bar on/off.,
GUI:ToggleLetterbox,1,Toggle Letter Box,
GUI:ToggleLetterboxDescription,1,Toggles Letterbox Mode on/off.,
GUI:Scatter,1,Scatter,
GUI:StopObject,1,Stop Object,
GUI:StopObjectDescription,1,Stop the selected object(s).,
GUI:GoToRadarEvent,1,Go to Radar Event,
GUI:GoToRadarEventDescription,1,Center the tactical view on the last radar event.,
GUI:SaveView1,1,Set Bookmark 1,
GUI:SaveView1Description,1,Set view bookmark map position 1.,
GUI:SaveView2,1,Set Bookmark 2,
GUI:SaveView2Description,1,Set view bookmark map position 2.,
GUI:SaveView3,1,Set Bookmark 3,
GUI:SaveView3Description,1,Set view bookmark map position 3.,
GUI:SaveView4,1,Set Bookmark 4,
GUI:SaveView4Description,1,Set view bookmark map position 4.,
GUI:ViewView1,1,View Bookmark 1,
GUI:ViewView1Description,1,View bookmarked map position 1.,
GUI:ViewView2,1,View Bookmark 2,
GUI:ViewView2Description,1,View bookmarked map position 2.,
GUI:ViewView3,1,View Bookmark 3,
GUI:ViewView3Description,1,View bookmarked map position 3.,
GUI:ViewView4,1,View Bookmark 4,
GUI:ViewView4Description,1,View bookmarked map position 4.,
GUI:CenterBase,1,Center Base,
GUI:CenterBaseDescription,1,Center the view about the player's base.,
GUI:SelectNone,1,Select None,
GUI:SelectAll,1,Select All,
GUI:SelectAllDescription,1,Selects all military units.,
GUI:SelectNextUnit,1,Next Object,
GUI:SelectNextUnitDescription,1,Select the next object.,
GUI:SelectPrevUnit,1,Previous Object,
GUI:SelectPrevUnitDescription,1,Select the previous unit.,
GUI:SelectNextWorker,1,Next Worker,
GUI:SelectNextWorkerDescription,1,Select the next Worker.,
GUI:SelectPrevWorker,1,Previous Worker,
GUI:SelectPrevWorkerDescription,1,Select the previous Worker.,
GUI:TypeSelect,1,Type Select,
GUI:TypeSelectDescription,1,Selects units by type. Double left click a unit to select all of the same type.,
GUI:CreateTeam0,1,Create Team 0,
GUI:CreateTeam0Description,1,Creates team 0 from currently selected units.,
GUI:CreateTeam1,1,Create Team 1,
GUI:CreateTeam1Description,1,Creates team 1 from currently selected units.,
GUI:CreateTeam2,1,Create Team 2,
GUI:CreateTeam2Description,1,Creates team 2 from currently selected units.,
GUI:CreateTeam3,1,Create Team 3,
GUI:CreateTeam3Description,1,Creates team 3 from currently selected units.,
GUI:CreateTeam4,1,Create Team 4,
GUI:CreateTeam4Description,1,Creates team 4 from currently selected units.,
GUI:CreateTeam5,1,Create Team 5,
GUI:CreateTeam5Description,1,Creates team 5 from currently selected units.,
GUI:CreateTeam6,1,Create Team 6,
GUI:CreateTeam6Description,1,Creates team 6 from currently selected units.,
GUI:CreateTeam7,1,Create Team 7,
GUI:CreateTeam7Description,1,Creates team 7 from currently selected units.,
GUI:CreateTeam8,1,Create Team 8,
GUI:CreateTeam8Description,1,Creates team 8 from currently selected units.,
GUI:CreateTeam9,1,Create Team 9,
GUI:CreateTeam9Description,1,Creates team 9 from currently selected units.,
GUI:SelectTeam0,1,Select Team 0,
GUI:SelectTeam0Description,1,Select members of team 0.,
GUI:SelectTeam1,1,Select Team 1,
GUI:SelectTeam1Description,1,Select members of team 1.,
GUI:SelectTeam2,1,Select Team 2,
GUI:SelectTeam2Description,1,Select members of team 2.,
GUI:SelectTeam3,1,Select Team 3,
GUI:SelectTeam3Description,1,Select members of team 3.,
GUI:SelectTeam4,1,Select Team 4,
GUI:SelectTeam4Description,1,Select members of team 4.,
GUI:SelectTeam5,1,Select Team 5,
GUI:SelectTeam5Description,1,Select members of team 5.,
GUI:SelectTeam6,1,Select Team 6,
GUI:SelectTeam6Description,1,Select members of team 6.,
GUI:SelectTeam7,1,Select Team 7,
GUI:SelectTeam7Description,1,Select members of team 7.,
GUI:SelectTeam8,1,Select Team 8,
GUI:SelectTeam8Description,1,Select members of team 8.,
GUI:SelectTeam9,1,Select Team 9,
GUI:SelectTeam9Description,1,Select members of team 9.,
GUI:ViewTeam0,1,Center Team 0,
GUI:ViewTeam0Description,1,Select and center view about team 0.,
GUI:ViewTeam1,1,Center Team 1,
GUI:ViewTeam1Description,1,Select and center view about team 1.,
GUI:ViewTeam2,1,Center Team 2,
GUI:ViewTeam2Description,1,Select and center view about team 2.,
GUI:ViewTeam3,1,Center Team 3,
GUI:ViewTeam3Description,1,Select and center view about team 3.,
GUI:ViewTeam4,1,Center Team 4,
GUI:ViewTeam4Description,1,Select and center view about team 4.,
GUI:ViewTeam5,1,Center Team 5,
GUI:ViewTeam5Description,1,Select and center view about team 5.,
GUI:ViewTeam6,1,Center Team 6,
GUI:ViewTeam6Description,1,Select and center view about team 6.,
GUI:ViewTeam7,1,Center Team 7,
GUI:ViewTeam7Description,1,Select and center view about team 7.,
GUI:ViewTeam8,1,Center Team 8,
GUI:ViewTeam8Description,1,Select and center view about team 8.,
GUI:ViewTeam9,1,Center Team 9,
GUI:ViewTeam9Description,1,Select and center view about team 9.,
GUI:LocalIPDesc,1,Local IP,
GUI:RemoteIPDesc,1,Remote IP,
GUI:SaveCamera,1,Save camera in replays,
GUI:UseCamera,1,Use saved camera in replays,
Mouse:Windows,1,Windows Cursor,
Mouse:W3D,1,W3D Cursor,
Mouse:Poly,1,Polygon Cursor,
Mouse:DX8,1,DX8 Cursor,
Mouse:Heal,1,Get Healed,
Mouse:GetRepaired,1,Get Repaired,
Mouse:Dock,1,Dock,
Mouse:DoRepair,1,Repair,
Mouse:ResumeConstruction,1,Resume Construction,
Mouse:Enter,1,Enter,
Mouse:SetRallyPoint,1,Set Rally Point,
Mouse:DisguiseAsVehicle,1,Disguise As This!,
Mouse:Invalid,1,INVALID,
Mouse:FireFlame,1,Burn,
Mouse:FireFlashBang,1,Flash Bang,
Mouse:FireTranqDarts,1,Tranq Darts,
Mouse:FireStunBullets,1,Stun Bullets,
Mouse:MakeCarBomb,1,Make Carbomb,
Mouse:Hijack,1,Hijack,
Mouse:FireBomb,1,"Fire 
 Bomb",
Mouse:Defector,1,"Make 
 Defector",
Mouse:CaptureBuilding,1,Capture Building,
Mouse:DisableVehicleHack,1,Disable Vehicle,
Mouse:StealCashHack,1,Steal Cash,
Mouse:SnipeVehicle,1,Snipe Vehicle,
Mouse:DisableBuildingHack,1,Disable Building,
Mouse:LaserGuidedMissiles,1,Laser Guided Missiles,
Mouse:TankHunterTNTAttack,1,TNT Attack,
Mouse:A10ThunderboltStrike,1,A10-Strike Location,
Mouse:StabAttack,1,Stab,
Mouse:PlaceRemoteCharge,1,Place Remote Charge,
Mouse:PlaceTimedCharge,1,Place Timed Charge,
Mouse:RepairVehicles,1,&Emergency Repair,
Mouse:Demoralize,1,Demoralize,
Mouse:PickUpPrisoner,1,Pick Up Prisoner,
Mouse:Return,1,Return,
Mouse:PlaceBeacon,1,Place Beacon,
SCRIPT:TestString,1,"This is like a test string, dude.",
SCRIPT:LongTestString,1,"This is like a really long test string, dude. It makes sure that the word wrap and the spacing works.",
SCIENCE:GeneralName,1,<Enter Name>,
SCIENCE:SkillPoints,1,Skill Points: %d,
SCIENCE:Rank,1,Level %d,
SCIENCE:TempName,1,Give My Science A Name,
SCIENCE:TempDescription,1,Please take the time to fill out my description located in Science.ini! Thanks a bunch,
SCIENCE:USAPaladin,1,Paladin Tank,
SCIENCE:USAPathFinder,1,Pathfinder,
SCIENCE:USAStealthFighter,1,Stealth Fighter,
SCIENCE:USASpyDrone,1,Spy Drone,
SCIENCE:USAParaDrop1,1,Para Drop 1,
SCIENCE:USAParaDrop2,1,Para Drop 2,
SCIENCE:USAParaDrop3,1,Para Drop 3,
SCIENCE:USAA10Strike1,1,A10 Strike 1,
SCIENCE:USAA10Strike2,1,A10 Strike 2,
SCIENCE:USAA10Strike3,1,A10 Strike 3,
SCIENCE:USADaisyCutter,1,Fuel Air Bomb,
SCIENCE:ChinaNukeLauncher,1,Nuke Cannon,
SCIENCE:ChinaRedGuardTraining,1,Red Guard Training,
SCIENCE:ChinaClusterMines,1,Cluster Mines,
SCIENCE:ChinaArtilleryTraining,1,Artillery Training,
SCIENCE:ChinaArtilleryBarrage,1,Artillery Barrage 1,
SCIENCE:ChinaArtilleryBarrage2,1,Artillery Barrage 2,
SCIENCE:ChinaArtilleryBarrage3,1,Artillery Barrage 3,
SCIENCE:ChinaCashHack1,1,Cash Hack 1,
SCIENCE:ChinaCashHack2,1,Cash Hack 2,
SCIENCE:ChinaCashHack3,1,Cash Hack 3,
SCIENCE:ChinaEMPPulse,1,EMP Pulse,
SCIENCE:GLAHijacker,1,Hijacker,
SCIENCE:GLASCUDLauncher,1,SCUD Launcher,
SCIENCE:GLAMaruaderTank,1,Marauder Tank,
SCIENCE:GLATechnicalTraining,1,Technical Training,
SCIENCE:GLARebelAmbush1,1,Rebel Ambush 1,
SCIENCE:GLARebelAmbush2,1,Rebel Ambush 2,
SCIENCE:GLARebelAmbush3,1,Rebel Ambush 3,
SCIENCE:GLACashBounty1,1,Cash Bounty 1,
SCIENCE:GLACashBounty2,1,Cash Bounty 2,
SCIENCE:GLACashBounty3,1,Cash Bounty 3,
SCIENCE:GLAAnthraxBomb,1,Anthrax Bomb,
CONTROLBAR:Demoralize,1,Demoralize,
CONTROLBAR:CIAIntelligence,1,Intelligen&ce,
CONTROLBAR:CombatDrop,1,&Combat Drop,
CONTROLBAR:Guard,1,&Guard,
CONTROLBAR:GuardWithoutPursuit,1,Guard &Close,
CONTROLBAR:GuardFlyingUnitsOnly,1,Guard Ai&r,
CONTROLBAR:AttackMove,1,&Attack Move,
CONTROLBAR:Stop,1,&Stop,
CONTROLBAR:Waypoints,1,&Waypoint,
CONTROLBAR:CancelBuild,1,&Cancel Build,
CONTROLBAR:Contaminate,1,&Contaminate,
CONTROLBAR:FireWall,1,&Fire Wall,
CONTROLBAR:UpgradeGLAArmTheMob,1,Arm the &Mob,
CONTROLBAR:UpgradeChinaOverlordGattlingCannon,1,Gattling &Cannon,
CONTROLBAR:UpgradeChinaOverlordPropagandaTower,1,Propaganda &Tower,
CONTROLBAR:UpgradeChinaOverlordBattleBunker,1,Battle &Bunker,
CONTROLBAR:FireBomb,1,&Fire Bomb,
CONTROLBAR:UnderConstructionDesc,1,Building: %.0f%%,
CONTROLBAR:OCLTimerDesc,1,Time Until Next Drop: %d:%d,
CONTROLBAR:OCLTimerDescWithPadding,1,Time Until Next Drop: %d:0%d,
CONTROLBAR:InitiateBattlePlanBombardment,1,&Bombardment Battle Plan,
CONTROLBAR:InitiateBattlePlanHoldTheLine,1,H&old The Line Battle Plan,
CONTROLBAR:InitiateBattlePlanSearchAndDestroy,1,Search and &Destroy Plan,
CONTROLBAR:TempDescription,1,Please take the time to fill out my description located in CommandButton.ini! Thanks a bunch.,
CONTROLBAR:CleanupAreaDescription,1,Automatically cleans up bio toxins and radiation in area surrounding target location.,
CONTROLBAR:ConstructAmericaCommandCenter,1,&Command Center,
CONTROLBAR:ConstructAmericaPowerPlant,1,Cold Fusion &Reactor,
CONTROLBAR:ConstructAmericaBarracks,1,&Barracks,
CONTROLBAR:ConstructAmericaSupplyCenter,1,S&upply Center,
CONTROLBAR:ConstructAmericaWall,1,Security &Fence,
CONTROLBAR:ConstructAmericaWarFactory,1,W&ar Factory,
CONTROLBAR:ConstructAmericaGuardianControlCenter,1,"Guardian 
 Center",
CONTROLBAR:ConstructAmericaPatriotBattery,1,Patriot &Missile System,
CONTROLBAR:ConstructAmericaParticleCannonUplink,1,&Particle Cannon,
CONTROLBAR:ConstructAmericaStrategyCenter,1,Strateg&y Center,
CONTROLBAR:ConstructAmericaSupplyDropZone,1,Supply Drop &Zone,
CONTROLBAR:ConstructAmericaDetentionCamp,1,&Detention Camp,
CONTROLBAR:ConstructAmericaTankCrusader,1,&Crusader,
CONTROLBAR:ConstructAmericaTankPaladin,1,&Paladin,
CONTROLBAR:ConstructAmericaInfantryRanger,1,R&anger,
CONTROLBAR:Evacuate,1,E&vacuate,
CONTROLBAR:ExecuteRailedTransport,1,Transport,
CONTROLBAR:TransportExit,1,Exit Transport,
CONTROLBAR:ConstructGLACommandCenter,1,&Command Center,
CONTROLBAR:ConstructGLADemoTrap,1,&Demo Trap,
CONTROLBAR:ConstructGLABarracks,1,&Barracks,
CONTROLBAR:ConstructGLASupplyStash,1,S&upply Stash,
CONTROLBAR:ConstructGLABurningBarricade,1,&Burning Barricade,
CONTROLBAR:ConstructGLAArmsDealer,1,&Arms Dealer,
CONTROLBAR:ConstructChinaCommandCenter,1,&Command Center,
CONTROLBAR:ConstructChinaPowerPlant,1,Nuclear &Reactor,
CONTROLBAR:ConstructChinaBarracks,1,&Barracks,
CONTROLBAR:ConstructChinaSupplyCenter,1,S&upply Center,
CONTROLBAR:ConstructChinaConcreteWall,1,Concrete &Wall,
CONTROLBAR:ConstructChinaWarFactory,1,W&ar Factory,
CONTROLBAR:ConstructAmericaDozer,1,Construction &Dozer,
CONTROLBAR:ConstructGLAWorker,1,&Worker,
CONTROLBAR:ConstructChinaDozer,1,Construction &Dozer,
CONTROLBAR:ConstructGLATankScorpion,1,&Scorpion,
CONTROLBAR:ConstructGLATankMarauder,1,&Marauder Tank,
CONTROLBAR:ConstructGLAVehicleRocketBuggy,1,Rocket &Buggy,
CONTROLBAR:ConstructGLAVehicleRadarVan,1,Radar &Van,
CONTROLBAR:ConstructChinaTankOverlord,1,&Overlord,
CONTROLBAR:ConstructChinaTankGattling,1,&Gattling Tank,
CONTROLBAR:ConstructGLAInfantryRebel,1,Re&bel,
CONTROLBAR:ConstructChinaInfantryRedguard,1,Red &Guard,
CONTROLBAR:ConstructAmericaVehicleChinook,1,&Chinook,
CONTROLBAR:ConstructGLAVehicleSupplyTruck,1,Supply &Truck,
CONTROLBAR:ConstructChinaVehicleSupplyTruck,1,Supply &Truck,
CONTROLBAR:ConstructAmericaJetRaptor,1,Rap&tor,
CONTROLBAR:ConstructAmericaJetAurora,1,&Aurora Bomber,
CONTROLBAR:ConstructAmericaJetStealthFighter,1,Stealth &Fighter,
CONTROLBAR:ConstructAmericaVehicleStarlifter,1,Starlifter,
CONTROLBAR:ConstructAmericaVehicleComanche,1,&Comanche,
CONTROLBAR:ConstructAmericaInfantryMissileDefender,1,&Missile Defender,
CONTROLBAR:ConstructAmericaInfantryPathfinder,1,&Pathfinder,
CONTROLBAR:ConstructAmericaInfantryColonelBurton,1,Colonel &Burton,
CONTROLBAR:ConstructAmericaInfantryBiohazardTech,1,Biohazard Tech,
CONTROLBAR:ConstructAmericaVehicleTomahawk,1,&Tomahawk,
CONTROLBAR:ConstructAmericaVehicleMedic,1,&Ambulance,
CONTROLBAR:ConstructAmericaVehicleHumvee,1,Hum&vee,
CONTROLBAR:ConstructAmericaVehicleBattleDrone,1,&Battle Drone,
CONTROLBAR:ConstructAmericaVehicleScoutDrone,1,Scout &Drone,
CONTROLBAR:ConstructChinaJetMIG,1,Mi&G,
CONTROLBAR:ConstructChinaInfantryBlackLotus,1,&Black Lotus,
CONTROLBAR:ConstructChinaInfantryTankHunter,1,&Tank Hunter,
CONTROLBAR:ConstructChinaInfantrySecretPolice,1,"Secret 
 Police",
CONTROLBAR:ConstructChinaInfantryHacker,1,H&acker,
CONTROLBAR:ConstructChinaBunker,1,Bun&ker,
CONTROLBAR:ConstructChinaPropagandaCenter,1,&Propaganda Center,
CONTROLBAR:ConstructChinaAirfield,1,Air &Field,
CONTROLBAR:ConstructAmericaAirfield,1,Air &Field,
CONTROLBAR:ConstructChinaGattlingCannon,1,&Gattling Cannon,
CONTROLBAR:ConstructChinaNuclearMissileLauncher,1,Nuclear &Missile,
CONTROLBAR:ConstructChinaSpeakerTower,1,Speaker &Tower,
CONTROLBAR:ConstructChinaVehicleInfernoCannon,1,&Inferno Cannon,
CONTROLBAR:ConstructChinaVehicleNukeLauncher,1,N&uke Cannon,
CONTROLBAR:ConstructChinaVehicleTroopCrawler,1,&Troop Crawler,
CONTROLBAR:ConstructChinaTankSeismic,1,"Seismic 
 Tank",
CONTROLBAR:ConstructChinaTankDragon,1,&Dragon Tank,
CONTROLBAR:ConstructChinaVehiclePropagandaBlimp,1,"Prop. 
 Blimp",
