label,value_index,text,extra
MESSAGE:StealthDiscovered,1,Enemy stealth unit discovered,
MESSAGE:StealthNeutralized,1,Stealth ability neutralized,
TOOLTIP:SortBuddies,1,Sort Buddies to the top of the game list,
CONTROLBAR:GeneralsExperienceMenu,1,Generals Experience Menu,
CONTROLBAR:GeneralsExperienceMenuDescription,1,Show the experience menu where you can spend experience points gained in battle for various General's Powers,
CONTROLBAR:UpDown,1,Show/Hide Toggle,
CONTROLBAR:UpDownDescription,1,Toggles whether the control bar is shown or hidden,
CONTROLBAR:DisarmMinesAtPosition,1,C&lear Mines,
CONTROLBAR:ToolTipDisarmMinesAtPosition,1,Clear mines and small explosives in the given area,
TOOLTIP:ScienceCostUnavailable,1,Cost: Unavailable,
GUI:OnlineIPAddresses,1,Online IP:,
GUI:GSDisconReason16,1,A profile with that nickname already exists,
GUI:GSDisconReason17,1,That password is incorrect. Please try again,
GUI:GSDisconReason18,1,A profile with that nickname already exists,
GUI:GSDisconReason19,1,Server error - cannot create account,
Buddy:MessageDisconnected,1,"You have been disconnected 
 from the buddy list",
GUI:PlayerHasBeenDefeated,1,%ls has been Defeated,
CONTROLBAR:UpgradeAmericaRangerCaptureBuilding,1,&Capture Building,
CONTROLBAR:UpgradeChinaRedguardCaptureBuilding,1,&Capture Building,
CONTROLBAR:UpgradeGLARebelCaptureBuilding,1,&Capture Building,
CONTROLBAR:DetonateBombTruck,1,Detonate &Now!,
UPGRADE:RangerCaptureBuilding,1,Capture Building,
UPGRADE:RedguardCaptureBuilding,1,Capture Building,
UPGRADE:RebelCaptureBuilding,1,Capture Building,
CONTROLBAR:TooltipDetonateBombTruck,1,Orders the Bomb Truck to immediately detonate at his current location,
CONTROLBAR:ToolTipUSAUpgradeRangerCaptureBuilding,1,Enables Rangers to capture enemy and tech buildings,
CONTROLBAR:ToolTipChinaUpgradeRedGuardCaptureBuilding,1,Enables Red Guards to capture enemy and tech buildings,
CONTROLBAR:ToolTipGLAUpgradeRebelCaptureBuilding,1,Enables Rebels to capture enemy and tech buildings,
GUI:Loading,1,LOADING,
TOOLTIP:EmoteButton,1,Emote,
CONTROLBAR:Power,1,Power,
CONTROLBAR:PowerDescription,1,"Current Power: %d 
 Required Power: %d",
CONTROLBAR:Money,1,Money,
CONTROLBAR:MoneyDescription,1,This is the amount of money you have,
MAP:TourneyArena,1,Tournament Desert,
UPGRADE:AmericaDroneARmor,1,Drone Armor,
UPGRADE:APRockets,1,Armor Piercing Rockets,
ThingTemplate:EuropeanTowerBridge01,1,Bridge,
ThingTemplate:BridgeTowerConcreteRight02,1,Bridge,
Team:0,1,None,
Team:1,1,1,
Team:2,1,2,
Team:3,1,3,
Team:4,1,4,
Team:AI,1,CPU,
GUI:RestartConfirmation,1,Are you sure you want to restart?,
GUI:ErrorStartingGame,1,ERROR STARTING GAME,
GUI:TooManyPlayers,1,This map only supports %d players,
GUI:SandboxWarning,1,Clicking Start again will start a sandbox game,
GUI:CantFindMap,1,Cannot find the map. Is it corrupted?,
GUI:EnterSaveDesc,1,Enter game description,
GUI:MissionSave,1,Mission Start - %s %d,
GUI:SaveReplay,1,SAVE REPLAY,
GUI:OverwriteReplayTitle,1,OVERWRITE REPLAY,
GUI:OverwriteReplay,1,Overwrite Replay?,
GUI:ConfirmDelete,1,Are you sure you want to delete this game?,
GUI:DeleteGame,1,DELETE,
GUI:GameSaveComplete,1,*** Game Saved ***,
CAMPAIGN:USA,1,USA,
CAMPAIGN:GLA,1,GLA,
CAMPAIGN:China,1,China,
GUI:Easy,1,Easy,
GUI:Hard,1,Hard,
GUI:SelectDifficulty,1,SELECT DIFFICULTY,
GUI:NumPlayersOnline,1,Total players online: %d,
GUI:AllowableMaps,1,Allowable Maps,
GUI:QuickMatchTitle,1,QuickMatch,
LOAD:TRAINING_1,1,- GLA controls a Chemical Weapons Plant,
LOAD:TRAINING_2,1,- Destroy the Chemical Weapons Plant,
LOAD:TRAINING_3,1,- Eliminate the threat,
LOAD:USA01_1,1,- GLA has SCUD Storm,
LOAD:USA01_2,1,- They are based in Baghdad,
LOAD:USA01_3,1,- Eliminate this threat,
LOAD:USA02_1,1,- GLA leaders tracked to Yemen,
LOAD:USA02_2,1,- Comanches are searching for criminals,
LOAD:USA02_3,1,- Save the captured pilots,
LOAD:USA03_1,1,- USA forces are in full retreat,
LOAD:USA03_2,1,- GLA is in close pursuit,
LOAD:USA03_3,1,- Provide cover for retreating forces,
LOAD:USA04_1,1,- GLA training camp has been discovered,
LOAD:USA04_2,1,- Eliminate this threat,
LOAD:USA06_1,1,- Peace conference in Kabara City,
LOAD:USA06_2,1,- GLA cannot be trusted,
LOAD:USA06_3,1,- Be on alert,
LOAD:USA07_1,1,- A rogue Chinese General has joined with the GLA,
LOAD:USA07_2,1,- Enemy is relying on Tunnel Networks,
LOAD:USA07_3,1,- Attack must be launched immediately,
LOAD:USA08_1,1,- US forces have surrounded the GLA capital,
LOAD:USA08_2,1,- GLA has biological weapons,
LOAD:USA08_3,1,- Chinese have pledged their support to US,
LOAD:USA08_4,1,- GLA must be eliminated,
LOAD:China01_1,1,- China's might is on parade,
LOAD:China01_2,1,- Protect China's military display,
LOAD:China01_3,1,- Eliminate any threat in Beijing area,
LOAD:China02_1,1,- GLA cell has been discovered in Hong Kong,
LOAD:China02_2,1,- Terrorists are using convention center as base,
LOAD:China02_3,1,- Cell must be eradicated,
LOAD:China03_1,1,- GLA has infested the Three Gorges Dam area,
LOAD:China03_2,1,- Enemy reinforcements now threaten our forces,
LOAD:China03_3,1,- Drown the GLA with Chinese forces,
LOAD:China04_1,1,- GLA has constructed a Bio-Toxin factory,
LOAD:China04_2,1,- Locate factory with help of operative Black Lotus,
LOAD:China04_3,1,- Air strike will aid in its destruction,
LOAD:China05_1,1,- GLA has taken over Balykchy,
LOAD:China05_2,1,- US forces will provide air support,
LOAD:China05_3,1,- Call in Carpet Bombs and destroy the GLA,
LOAD:China06_1,1,- GLA has commandeered one of China's Railroads,
LOAD:China06_2,1,"- GLA is gathering in Bishkek, Aldastan",
LOAD:China06_3,1,- Use Black Lotus to destroy the train bridge,
LOAD:China07_1,1,- GLA Asian terrorist cell identified in Tajikistan,
LOAD:China07_2,1,- Authorized to utilize your nuclear arsenal,
LOAD:GLA01_1,1,- Many brothers have been lost,
LOAD:GLA01_2,1,- China's defenses are spread thin,
LOAD:GLA01_3,1,- Destroy Chinese forces,
LOAD:GLA02_1,1,- U.N. supplies en route to Almaty region,
LOAD:GLA02_2,1,- Intercept these deliveries for our cause,
LOAD:GLA02_3,1,- Collect supplies to infuse the GLA with funds,
LOAD:GLA03_1,1,- Oppressors have corrupted the people of Zhambul,
LOAD:GLA03_2,1,- Their only true freedom lies in death,
LOAD:GLA03_3,1,- Use Toxin Tractors to eliminate them,
LOAD:GLA04_1,1,- We have found new allies in Astana,
LOAD:GLA04_2,1,- We can use them to harass the enemy,
LOAD:GLA04_3,1,"- While Astana burns, loot the city for supplies",
LOAD:GLA05_1,1,- The arrogance of the USA cannot go unanswered,
LOAD:GLA05_2,1,- Keep region from their imperialist grasp,
LOAD:GLA05_3,1,- Destroy their 'superior' air force,
LOAD:GLA06_1,1,- Reports from the Aral Sea are not good,
LOAD:GLA06_2,1,- US forces have control of our toxin storage facility,
LOAD:GLA06_3,1,- Retake the storage bunkers,
LOAD:GLA07_1,1,- GLA defectors have joined with China,
LOAD:GLA07_2,1,- Assault the convoys and sever their supply lines,
LOAD:GLA07_3,1,- Eliminate the traitors and their Chinese allies,
LOAD:GLA08_1,1,- Take control of the Cosmodrome,
LOAD:GLA08_2,1,- The missiles there will deliver deadly toxin to our enemies,
LOAD:GLA08_3,1,- Our destiny is at hand,
TOOLTIP:DownloadProgress,1,Download Progress,
TOOLTIP:BattleHonorBlitz10,1,"Blitz Honor 
 Beat opponent(s) in 10 minutes or less to earn this medal",
TOOLTIP:BattleHonorBlitz5,1,"Blitz Honor 
 Beat opponent(s) in 5 minutes or less to earn this medal",
TOOLTIP:BattleHonorLoyaltyUSADisabled,1,"USA Loyalty Honor 
 Play 20+ games in a row as USA to earn this medal",
TOOLTIP:BattleHonorLoyaltyChinaDisabled,1,"China Loyalty Honor 
 Play 20+ games in a row as China to earn this medal",
TOOLTIP:BattleHonorLoyaltyGLADisabled,1,"GLA Loyalty Honor 
 Play 20+ games in a row as the GLA to earn this medal",
TOOLTIP:BattleHonorBattleTankDisabled,1,"Battle Tank Honor 
 Build 50+ tanks against computer opponent(s) to earn this medal",
TOOLTIP:BattleHonorAirWingDisabled,1,"Air Wing Honor 
 Build 20+ aircraft against computer opponent(s) to earn this medal",
TOOLTIP:BattleHonorEnduranceDisabled,1,"Endurance Honor 
 Beat every map to earn a Bronze, Silver, or Gold medal",
TOOLTIP:BattleHonorCampaignUSADisabled,1,"USA Campaign Honor 
 Complete the USA Campaign to earn this honor 
 Beat the campaign on Hard difficulty to achieve the highest honor",
TOOLTIP:BattleHonorCampaignChinaDisabled,1,"China Campaign Honor 
 Complete the China Campaign to earn this honor 
 Beat the campaign on Hard difficulty to achieve the highest honor",
TOOLTIP:BattleHonorCampaignGLADisabled,1,"GLA Campaign Honor 
 Complete the GLA Campaign to earn this honor 
 Beat the campaign on Hard difficulty to achieve the highest honor",
TOOLTIP:BattleHonorChallengeDisabled,1,"Challenge Honor 
 Defeat 1-7 Hard computer opponents to earn this medal",
GUI:BuildingsKilledStat,1,Buildings Killed,
GUI:BuildingsBuiltStat,1,Buildings Built,
GUI:BuildingsLostStat,1,Buildings Lost,
GUI:QMWinStreak,1,QuickMatch win streak,
GUI:LastLadder,1,Last Ladder,
GUI:LobbyJoined,1,You have joined %ls,
GUI:GSNoLoginInfoAll,1,"Please enter your email, nickname, and password. Then, click on Login or Create Account",
GUI:GSNoLoginInfoEmailNickname,1,"Please enter your email and nickname. Then, click on Login or Create Account",
GUI:GSNoLoginInfoEmailPassword,1,"Please enter your email and password. Then, click on Login or Create Account",
GUI:Any,1,Any,
GUI:GSNoLoginInfoNicknamePassword,1,"Please enter your nickname and password. Then, click on Login or Create Account",
GUI:GSNoLoginInfoEmail,1,"Please enter your email. Then, click on Login or Create Account",
GUI:GSNoLoginInfoNickname,1,"Please enter your nickname. Then, click on Login or Create Account",
GUI:GSNoLoginInfoPassword,1,"Please enter your password. Then, click on Login or Create Account",
Buddy:MultipleOnlineNotification,1,You have buddies online,
GUI:ResetHonors,1,Reset Honors,
Chat:Observers,1,Observers View,
TOOLTIP:buddies,1,Sort game list by Buddies,
TOOLTIP:AddToBuddies,1,Add a player to your list of Buddies,
TOOLTIP:StagingPlayerInfo,1,"
 Region: %ls 
 Ping: %d ms 
 %d wins/%d losses 
 %d disconnects 
 Favorite army: %ls",
GUI:CantBuildTooCloseToSupplies,1,You cannot build there because it is too close to a source of supplies,
OBJECT:Frosty,1,Snowman,
OBJECT:Prop,1,.,
OBJECT:BigGate,1,Gate,
OBJECT:TownHall,1,Town Hall,
OBJECT:RailroadBridge,1,Railroad Bridge,
OBJECT:TheLoo,1,Out House,
OBJECT:TrainCar,1,Train Car,
OBJECT:SandBagWall,1,Sandbag Wall,
OBJECT:Structure,1,Civilian Building,
OBJECT:Airport,1,Civilian Airport,
OBJECT:Highrise,1,Highrise,
OBJECT:BridgeTower,1,Bridge Tower,
OBJECT:Field,1,Pitch,
OBJECT:SoccerStadiumGoal,1,Goal,
OBJECT:BigLightpost,1,Light Post,
MAP:BigRivers,1,Mountain Fox,
MAP:CHI01Open,1,"Chinese Military Parade, Beijing 
 The Dragon Awakes",
MAP:CHI03Obj1Done,1,MISSION OBJECTIVE Complete,
MAP:CHI07Obj1,1,"MISSION OBJECTIVE: 
 Establish a base and locate resources",
MAP:CHI07Obj2,1,"MISSION OBJECTIVE: 
 Defeat the GLA",
MAP:GLA02OpenAlt2,1,"Villages Outside Almaty, Kazakhstan 
 Seize the foreign supplies for our cause",
MAP:GLA02OpenAlt1,1,"Villages Outside Almaty, Kazakhstan 
 Operation: Pillage the Village",
MAP:GLA06OpenAlt2,1,"Western Shore of the Aral Sea, Kazakhstan 
 Steal the poisons of the West to use against them",
MAP:GLA06OpenAlt1,1,"Western Shore of the Aral Sea, Kazakhstan 
 Operation: Appropriate Poisons",
MAP:GLA07OpenAlt2,1,"Somewhere Near Lenger, Kazakhstan 
 Show the world what happens to traitors",
MAP:GLA07OpenAlt,1,"Somewhere Near Lenger, Kazakhstan 
 Operation: Trojan Horse",
MAP:GLA03Open02,1,"Chinese-Occupied Zhambul, Kazakhstan 
 Operation: Righteous Fire",
MAP:GLA03Directive,1,"Informant Report: 
 Destroy the pharmaceutical factory to obtain an Anthrax Bomb",
MAP:USA02Hint1Text,1,Use pilots to grant added veterancy to your vehicles,
MAP:USA02Hint2Text,1,Use the Ranger's Flash-Bang upgrade to clear out garrisoned structures,
MAP:USA03Hint1Text,1,Build Patriot Missile Systems to defend your base,
MAP:USA04Hint1Text,1,Use Tomahawk Missile Launchers to clear out GLA strong-points,
MAP:NVIDIATEXT,1,"Command & Conquer Generals 
 Coming February 2003",
MAP:USA06ObjHint2,1,"HINT: 
 Capture this facility",
MAP:USA06ObjHint1,1,"HINT: 
 There are important civilian buildings here",
MAP:GLA03Objective07,1,"Objective Complete: 
 300 traitors eliminated",
MAP:GLA03Objective08,1,"Objective Complete: 
 Pharmaceutical factory destroyed",
MAP:GLA05Open,1,"Adana, Turkey 
 Incirlik Air Base",
SCRIPT:GLA05Directive03,1,"WARNING: 
 American air forces inbound 
 Build Stinger Sites to defend your base",
SCRIPT:GLA05Directive04,1,"Secondary Objective: 
 Destroy the Chinese spy outpost",
SCRIPT:GLA05Directive05,1,"WARNING: 
 American air forces inbound 
 Use Stinger Sites and Quad Cannons to shoot down enemy aircraft",
MAP:GLA08Open,1,"Baikonur Cosmodrome, Southern Kazakhstan 
 Soviet-Era Rocket Launch Facility",
MAP:GLA08Open02,1,"Southern Kazakhstan 
 Baikonur Cosmodrome",
SCRIPT:GLA08Objective01,1,"MISSION OBJECTIVES: 
 Capture the ground control building 
 Capture the rocket launch gantry",
SCRIPT:GLA08Objective02,1,"MISSION OBJECTIVE: 
 Capture the ground control building",
SCRIPT:GLA08Objective03,1,"MISSION OBJECTIVE: 
 Capture the rocket launch gantry",
SCRIPT:GLA08Directive04,1,"WARNING: 
 Enemy superweapon incoming",
MAP:USA07hint1,1,"HINT: 
 Utilize this Supply Dock",
MAP:CHI05ObjInit,1,"MISSION OBJECTIVE: 
 Destroy the 3 GLA camps 
 and the main GLA base",
MAP:CHI05Obj4,1,There are 4 targets remaining,
MAP:CHI05Obj3,1,There are 3 targets remaining,
MAP:CHI05Obj2,1,There are 2 targets remaining,
MAP:CHI05Obj1,1,There is only 1 target remaining,
MAP:CHI05Objhint1,1,"HINT: 
 Utilize this Supply Dock",
MAP:CHI05Objhint2,1,"HINT: 
 Capture these facilities",
MAP:CHI05ObjCBReady,1,"HINT: 
 Carpet Bombers are now available",
MAP:USA08MapName,1,Last Call,
MAP:USA08Open,1,"GLA Capital City, Aldastan 
 Operation: Last Call",
MAP:USA08OpenAlt,1,"Akmola, Kazakhstan 
 Operation: Last Call",
MAP:USA08Objective01,1,"MISSION OBJECTIVE: 
 Destroy all GLA forces and structures",
MAP:USA08WallGarWarning,1,"WARNING: 
 The GLA has garrisoned the wall 
 Rangers must use Flash-bangs to kill garrisoned GLA troops",
MAP:USA08ChinaHint,1,"Capture the Chinese buildings 
 Build combined US and China forces to wipe out the GLA",
MAP:USA08SCUDStormWarn,1,"WARNING: 
 The GLA has constructed a SCUD Storm",
MAP:USA08MineWarn,1,"WARNING: 
 GLA demo traps detected",
MAP:USA08GLABaseKIA,1,"The GLA bases are destroyed 
 Eliminate the remaining GLA forces to win the war",
CONTROLBAR:TooltipCarpetBomb,1,"Carpet Bomb target area 
 
 Countdown Timer: 2:30",
CONTROLBAR:TooltipCrateDrop,1,Drop supply crates,
CONTROLBAR:TooltipDetonateNuke,1,Explode hidden nuclear device,
MAP:GLA01Objective,1,"MISSION OBJECTIVE 
 Destroy the Dam",
MAP:GLA01Objective2,1,"MISSION OBJECTIVE 
 Destroy the Chinese base",
MAP:TrainingGenerals,1,"Left click on the generals button in the lower right corner of your screen to choose a new ability for your General. As you are promoted your General will gain access to new abilities. Some abilities will allow you to create new special units, while others will give you special powers that are used from your Command Center",
MAP:TrainingSalvage,1,"You have created a pile of salvage. Whenever GLA vehicles destroy enemy vehicles salvage is left behind. GLA vehicles can pick up salvage by moving over it. Salvage may be worth money or experience. Technicals, Quad Cannons and Marauders can upgrade their weapons with salvage",
MAP:TrainingUpgrade,1,Upgrades are bought at different structures in your base. They improve your units. Left click on the Barracks and then left click on Capture Building icon to upgrade your Rangers to be able to capture enemy buildings,
GUI:SaveAndContinue,1,CONTINUE,
TOOLTIP:PlayerSetting,1,Choose to match with a 1 vs. 1 or Team Game,
TOOLTIP:Ping,1,Choose your tolerance for your opponent's connection speed,
TOOLTIP:Disconnect,1,Choose your tolerance for total opponent disconnects,
TOOLTIP:Ladder,1,Choose the ladder on which you'd like to play,
TOOLTIP:QuickMatchStatus,1,"QuickMatch will attempt to match you based on skill level, PC spec, etc",
TOOLTIP:OnlineIP,1,IP Address used to connect to C&C Generals Zero Hour Online,
TOOLTIP:LanIP,1,IP Address used to connect with players in network games,
TOOLTIP:GamesBeingformed,1,Your connection speed to this game's players,
TOOLTIP:EmoteText,1,Left click to enter text,
CONTROLBAR:ToolTipChinaScienceCashHack,1,"Steal money from enemy supply centers. You cannot steal more money than the enemy has 
 
 Rank 1: $1000 
 Rank 2: $2000 
 Rank 3: $4000 
 
 Deploy from: Command Center",
GUI:TRAINING,1,TRAINING,
GUI:CHINA_Caps,1,CHINA,
TOOLTIP:SupplyDock,1,Supplies,
TOOLTIP:TechBuilding,1,Tech Building,
TOOLTIP:Mission1,1,.,
TOOLTIP:Mission2_8,1,Campaign One,
TOOLTIP:Mission9_16,1,Campaign Two,
TOOLTIP:Mission17_23,1,Campaign Three,
TOOLTIP:ButtonClear,1,Clear out the player name text box,
GUI:Objectives:,1,Summary:,
GUI:WinStreak,1,Win Streak,
GUI:LossStreak,1,Loss Streak,
GUI:PlayerNoMapWillTransfer,1,%ls does not have the map %ls. It will be transferred at game start,
GUI:LocalPlayerNoMapWillTransfer,1,You do not have the map %ls. It will be transferred to you at game start,
GUI:CouldNotTransferMap,1,Unable to transfer the map. The game cannot start,
GUI:Status,1,Status,
MapTransfer:CurrentFile,1,Current file: %ls,
MapTransfer:Timeout,1,Abort in %d:%2.2d,
MapTransfer:Preparing,1,Preparing...,
MapTransfer:Sending,1,Sending...,
MapTransfer:Recieving,1,Receiving...,
MapTransfer:Done,1,Done,
ThingTemplate:SalvageCrate,1,Salvage Crate,
ThingTemplate:IndustrialBridgeTower01,1,Bridge,
ThingTemplate:Crypt01,1,Crypt,
ThingTemplate:AsianAartmentSingle01,1,Apartment,
CONTROLBAR:RadioJam,1,Radio Jam,
MAP:USA01OBJOpen,1,"MISSION OBJECTIVE 
 Destroy all enemy forces",
MAP:TrainingWarFactory,1,"MISSION OBJECTIVE 
 Use your DOZER to build a WAR FACTORY",
TOOLTIP:MapNoSuccess,1,Beat this map against an Easy opponent!,
TOOLTIP:MapEasySuccess,1,Beat this map against a Medium opponent!,
TOOLTIP:MapMediumSuccess,1,Beat this map against a Hard opponent!,
TOOLTIP:MapHardSuccess,1,Beat this map against the maximum number of Hard opponents!,
Buddy:CantTalkToIngameBuddy,1,You cannot send messages to buddies in your game if you are observing,
MAP:Bavarian,1,Final Crusade,
MAP:CLake,1,Tournament Lake,
MAP:SBlast,1,Sand Serpent,
MAP:SleepingGiant,1,Dark Mountain,
MAP:SwissMP,1,Lone Eagle,
MAP:KandaharHighlands,1,Twilight Flame,
MAP:BoraBora,1,Tournament Island,
MAP:PrecipicePass,1,Fortress Avalanche,
MAP:TTourney,1,Tournament Tundra,
MAP:Gwall,1,Fallen Empire,
GUI:HTTPProxy,1,HTTP Proxy:,
GUI:WinPercent,1,%d%%,
TOOLTIP:PlayerCreatedName,1,Name of the player that created the game,
TOOLTIP:HTTPProxy,1,Set an HTTP Proxy to use for C&C Generals Zero Hour Online,
CONTROLBAR:BriefingHistory,1,Mission Briefings,
CONTROLBAR:BriefingHistoryDescription,1,Click to see mission briefings,
MAP:CHI04Objective1Text,1,"MISSION OBJECTIVE 
 Destroy the GLA's Stinger Sites",
MAP:CHI04Objective2Text,1,"MISSION OBJECTIVE 
 Use Black Lotus to capture the Chinese War Factory",
MAP:CHI04Objective3Text,1,"MISSION OBJECTIVE 
 Destroy Stinger Sites around the Chemical Factory",
MAP:CHI04Hint1Text,1,HINT: Use Black Lotus to disable enemy vehicles,
MAP:CHI04Hint2Text,1,HINT: Use Hackers to generate additional income,
MAP:CHI04Hint3Text,1,HINT: Use Black Lotus to hack into the enemy's supply center to siphon off additional resources,
GUI:GotoMainMenu,1,MAIN MENU,
TOOLTIP:BattleHonorFairPlay,1,"Fair Play Honor 
 Disconnect from Online games less than 10% of the time (with at least 10 games played) to earn this medal",
TOOLTIP:BattleHonorApocalypse,1,"Apocalypse Honor 
 Player has built the Particle Cannon, Nuclear Missile, and SCUD Storm in a solo or multiplayer online game",
TOOLTIP:BattleHonorFairPlayDisabled,1,"Fair Play Honor 
 Disconnect from Online games less than 10% of the time (with at least 10 games played) to earn this medal",
TOOLTIP:BattleHonorApocalypseDisabled,1,"Apocalypse Medal 
 Build the Particle Cannon, Nuclear Missile, and SCUD Storm to earn this medal",
TOOLTIP:BattleHonorPreorder,1,"Officers Club Honor 
 Player is a founding member of the Generals community",
TOOLTIP:BattleHonorPreorderDisabled,1,"Officers Club Medal 
 Player did not preorder Generals",
GUI:Credits,1,CREDITS,
ERROR:D3DFailurePrompt,1,DirectX Error,
ERROR:D3DFailureMessage,1,Please make sure you have DirectX 8.1 or higher installed. Also verify that your video card meets the minimum requirements,
GUI:AudioHardware,1,Hardware Accelerated Audio,
GUI:AudioSurround,1,Surround Sound,
TOOLTIP:CheckAudioHardware,1,Check this box to enable hardware acceleration for Audio,
TOOLTIP:AudioSurround,1,Check this box if you have surround sound speakers,
CAMPAIGN:TRAINING,1,Training,
GUI:WinPercentLabel,1,Win Percent,
GUI:BestWinStreak,1,Best Win Streak,
Buddy:MatchingNotification,1,%hs is QuickMatching,
Buddy:StagingNotification,1,%hs is setting up a game,
Buddy:LoadingNotification,1,%hs is starting a game,
Buddy:PlayingNotification,1,%hs is playing a game,
CONTROLBAR:GeneralsPromotion,1,General's Promotion,
CONTROLBAR:GeneralsExp,1,Generals Experience,
CONTROLBAR:GeneralsExpDescription,1,This meter shows how close you are to reaching your next General level,
TOOLTIP:TooltipNukeReactorOverChargeIsOn,1,Overcharge is currently ON,
TOOLTIP:TooltipNukeReactorOverChargeIsOff,1,Overcharge is currently OFF,
GUI:ESRB_Top,1,ESRB Notice:,
GUI:ESRB_Bottom,1,"Game Experience May 
 Change During Online Play",
GUI:ReplaySaved,1,Replay Saved,
OBJECT:Monument,1,Monument,
TOOLTIP:TooltipNotEnoughMoneyToBuild,1,Insufficient funds,
TOOLTIP:TooltipCannotPurchaseBecauseQueueFull,1,Build queue full,
TOOLTIP:TooltipCannotBuildUnitBecauseParkingFull,1,Airfield full,
TOOLTIP:TooltipCannotBuildUnitBecauseMaximumNumber,1,Unit already exists,
GUI:SocketError,1,"Failed trying to communicate with the network, check your connection",
GUI:NetworkError,1,NETWORK ERROR,
GUI:BuddiesTab,1,Buddies,
TOOLTIP:BattleHonorOfficersClub,1,"Officers Club Honor 
 Founding member of the Generals Community",
GUI:CreateFormationDescription,1,Create a formation of the selected units and they will retain it as they move,
GUI:ScatterDescription,1,Scatter selected object(s),
OBJECT:TrainWreckBridge,1,Train Wreck Bridge,
MAP:BarrenBadlands,1,Barren Badlands,
MAP:CraterCanyon,1,Crater Canyon,
MAP:DustDevil,1,Dust Devil,
MAP:EasternEverglades,1,Eastern Everglades,
MAP:ForgottenForest,1,Forgotten Forest,
MAP:InterstateInferno,1,Interstate Inferno,
MAP:MountainMayhem,1,Mountain Mayhem,
MAP:NoMansLand,1,No Man's Land,
MAP:OverlandOffensive,1,Overland Offensive,
MAP:RockyRampage,1,Rocky Rampage,
MAP:SnowblindStrike,1,Snowblind Strike,
MAP:UrbanUnderground,1,Urban Underground,
MAP:VictoryValley,1,Victory Valley,
MAP:WastelandWarfare,1,Wasteland Warfare,
MAP:RogueAgent,1,Rogue Agent,
MAP:DesertEagle,1,Desert Eagle,
MAP:FlashFire,1,Flash Fire,
MAP:MountainGuns,1,Mountain Guns,
MAP:FlashEffect,1,Flash Effect,
MAP:LightsOut,1,Lights Out,
MAP:SteelTrap,1,Steel Trap,
MAP:ArmoredFury,1,Armored Fury,
MAP:InfiniteJustice,1,Cairo Commandos,
MAP:Whiteout,1,Whiteout,
MAP:FalloutEffect,1,Fallout Effect,
MAP:FloodedPlains,1,Flooded Plains,
MAP:TournamentContinent,1,Tournament Continent,
MAP:TournamentCity,1,Tournament City,
MAP:TournamentLadder01,1,Tournament Ladder 01,
MAP:TournamentLadder02,1,Tournament Ladder 02,
MAP:TournamentLadder03,1,Tournament Ladder 03,
MAP:TournamentLadder04,1,Tournament Ladder 04,
MAP:TrainingGLAHole,1,GLA buildings have deep underground areas that allow their workers to remain protected. After destroying a GLA building a hole will be left behind. Workers hidden in this hole will eventually rebuild the structure. Attack the hole to remove the GLA threat,
TOOLTIP:BattleHonorStreak25,1,"Streak Honor 
 Player has won 25 Skirmish games in a row 
 Earn a new medal for 3, 10, 25, 100, 500 & 1000 consecutive wins",
GUI:InsertCDPrompt,1,Missing CD,
GUI:InsertCDMessage,1,Please insert the first game CD,
CONTROLBAR:OrRequirement,1,or,
SCRIPT:USA02RescueCounter,1,Pilots Remaining:,
GUI:AddCash,1,$%d,
GUI:LoseCash,1,-$%d,
RADAR:HarvesterUnderAttack,1,Resource gatherer under attack,
OBJECT:PharmaceuticalFactory,1,Pharmaceutical Factory,
GUI:CareerWins,1,Career Wins,
GUI:CareerLosses,1,Career Losses,
GUI:CurrentWinStreak,1,Current Win Streak,
GUI:CarrerWinPercent,1,Career Win Percentage,
TOOLTIP:NumberOfPlayers,1,Number of players currently in this game,
TOOTIP:Password,1,Password required to join game,
TOOLTIP:PingInfo,1,Connection speed quality to host,
TOOLTIP:LobbyOfficersClub,1,Officers Club: Founding member of the Generals Community,
GUI:Display,1,OPTIONS,
GUI:Audio,1,AUDIO,
GUI:LANLobby,1,LAN LOBBY,
GUI:Mute,1,Mute,
GUI:NeedHumanPlayers,1,You need a non-observer human player to start the game,
GUI:MediumDifficulty,1,Medium,
CONTROLBAR:ObsPlayerLabel,1,%ls (Team %ls),
GUI:LowTextureDetail,1,Low Texture Detail,
TOOLTIP:LowTextureDetail,1,Use Low Resolution Textures,
GUI:QuickMatch800x600,1,Please change your video resolution to 800 x 600 to play QuickMatch,
OBJECT:CargoPlane,1,Cargo Plane,
OBJECT:HuNanProvince,1,Beijing,
OBJECT:HongKong,1,Hong Kong,
OBJECT:HubeiProvince,1,Three Gorges Dam,
OBJECT:Tangula,1,Tanggula Mountains,
OBJECT:Balykchy,1,Balykchy,
OBJECT:Bishkek,1,Bishkek,
OBJECT:Dushanbe,1,Dushanbe,
OBJECT:Shymkent,1,Shymkent,
OBJECT:Almaty,1,Almaty,
OBJECT:Zambul,1,Zhambul,
OBJECT:Astana,1,Astana,
OBJECT:Incirlik,1,Incirlik,
OBJECT:AralSea,1,Aral Sea,
OBJECT:Lenger,1,Lenger,
OBJECT:Baikonur,1,Baikonur,
OBJECT:Mazar,1,Mazar,
OBJECT:Baghdad,1,Baghdad,
OBJECT:AlHanad,1,Al Hanad,
